Solr_Field,Original_Heading,Count,Valid_Heading,URI,Authority,Type,Thoroughfares_Features,Action,Change_To,Changed,Note
mods_subject_topic_ms,Charitable contribution,3,Charitable contributions,http://id.loc.gov/authorities/subjects/sh99004967,lcsh,topic,,replace,Charitable contributions,true,
mods_subject_topic_ms,Charitable contributions,31,Charitable contributions,http://id.loc.gov/authorities/subjects/sh99004967,lcsh,topic,,,,false,
mods_subject_topic_ms,"Charitable uses, trusts, and foundations",2,"Charitable uses, trusts, and foundations",http://id.loc.gov/authorities/subjects/sh85022656,lcsh,topic,,,,false,
mods_subject_topic_ms,Charities,174,Charities,http://id.loc.gov/authorities/subjects/sh85022665,lcsh,topic,,,,false,
mods_subject_topic_ms,"Charities, Medical",2,"Charities, Medical",http://id.loc.gov/authorities/subjects/sh85022670,lcsh,topic,,,,false,
mods_subject_topic_ms,Charity,2,Charity,http://id.loc.gov/authorities/subjects/sh85022672,lcsh,topic,,,,false,
mods_subject_topic_ms,Charleroi.,63,Charleroi (Pa.),http://id.loc.gov/authorities/names/n82083491,naf,geographic,,replace,Charleroi (Pa.),true,
mods_subject_topic_ms,Charter Schools,1,Charter schools,http://id.loc.gov/authorities/subjects/sh95009447,lcsh,topic,,replace,Charter schools,true,
mods_subject_topic_ms,Charter schools,1,Charter schools,http://id.loc.gov/authorities/subjects/sh95009447,lcsh,topic,,,,false,
mods_subject_topic_ms,Charters,4,Charters,http://id.loc.gov/authorities/subjects/sh99001422,lcsh,topic,,,,false,
mods_subject_topic_ms,Charters.,1,Charters,http://id.loc.gov/authorities/subjects/sh99001422,lcsh,topic,,replace,Charters,true,
mods_subject_topic_ms,Chartres,10173,Chartres (France),http://id.loc.gov/authorities/names/n50052169,naf,geographic,,replace,Chartres (France),true,
mods_subject_topic_ms,"Charts, diagrams, etc.",40,"Charts, diagrams, etc.",http://id.loc.gov/authorities/subjects/sh87002373,lcsh,topic,,,,false,
mods_subject_topic_ms,Diagrams,2,"Charts, diagrams, etc.",http://id.loc.gov/authorities/subjects/sh87002373,lcsh,topic,,replace,"Charts, diagrams, etc.",true,
mods_subject_topic_ms,"Chattanooga Railroad Expedition, 1862",1,"Chattanooga Railroad Expedition, 1862",http://id.loc.gov/authorities/subjects/sh85022774,lcsh,topic,,,,false,
mods_subject_topic_ms,Checkers,8,Checkers,http://id.loc.gov/authorities/subjects/sh85022828,lcsh,topic,,,,false,
mods_subject_topic_ms,Cheerleaders,8,Cheerleaders,http://id.loc.gov/authorities/subjects/sh2017000112,lcsh,topic,,,,false,
mods_subject_topic_ms,Cheerleading,3,Cheerleading,http://id.loc.gov/authorities/subjects/sh85022843,lcsh,topic,,,,false,
mods_subject_topic_ms,Chemical industry,3,Chemical industry,http://id.loc.gov/authorities/subjects/sh85022913,lcsh,topic,,,,false,
mods_subject_topic_ms,Chemical plants,1,Chemical plants,http://id.loc.gov/authorities/subjects/sh85022931,lcsh,topic,,,,false,
mods_subject_topic_ms,Chemistry,6,Chemistry,http://id.loc.gov/authorities/subjects/sh85022986,lcsh,topic,,,,false,
mods_subject_topic_ms,chemistry,2,Chemistry,http://id.loc.gov/authorities/subjects/sh85022986,lcsh,topic,,replace,Chemistry,true,
mods_subject_topic_ms,Chemistry teachers,1,Chemistry teachers,http://id.loc.gov/authorities/subjects/sh85023032,lcsh,topic,,,,false,
mods_subject_topic_ms,"Chemistry, Organic",1,"Chemistry, Organic",http://id.loc.gov/authorities/subjects/sh85023022,lcsh,topic,,,,false,
mods_subject_topic_ms,Chemist,1,Chemists,http://id.loc.gov/authorities/subjects/sh85023033,lcsh,topic,,replace,Chemists,true,
mods_subject_topic_ms,Cheraw Indians,1,Cheraw Indians,http://id.loc.gov/authorities/subjects/sh85023065,lcsh,topic,,,,false,
mods_subject_topic_ms,Cherokee Indians,8,Cherokee Indians,http://id.loc.gov/authorities/subjects/sh85023080,lcsh,topic,,,,false,
mods_subject_topic_ms,Cherries.,1,Cherry,http://id.loc.gov/authorities/subjects/sh85023094,lcsh,topic,,replace,Cherry,true,
mods_subject_topic_ms,"Chesapeake-Leopard Affair, 1807",1,"Chesapeake-Leopard Affair, 1807",http://id.loc.gov/authorities/subjects/sh85023116,lcsh,topic,,,,false,
mods_subject_topic_ms,Chess,1,Chess,http://id.loc.gov/authorities/subjects/sh85023121,lcsh,topic,,,,false,
mods_subject_topic_ms,Chest,2,Chest,http://id.loc.gov/authorities/subjects/sh85023136,lcsh,topic,,,,false,
mods_subject_topic_ms,Chevy Chase (Ballad).,1,Chevy Chase (Ballad),http://id.loc.gov/authorities/names/n2006015943,naf,title,,replace,Chevy Chase (Ballad),true,
mods_subject_topic_ms,Chickasaw Indians,1,Chickasaw Indians,http://id.loc.gov/authorities/subjects/sh85023284,lcsh,topic,,,,false,
mods_subject_topic_ms,Chickens,16,Chickens,http://id.loc.gov/authorities/subjects/sh85023298,lcsh,topic,,,,false,
mods_subject_topic_ms,Chickens.,3,Chickens,http://id.loc.gov/authorities/subjects/sh85023298,lcsh,topic,,replace,Chickens,true,
mods_subject_topic_ms,Child Health Day,2,Child Health Day,http://id.loc.gov/authorities/subjects/sh2017004294,lcsh,topic,,,,false,
mods_subject_topic_ms,Child abuse,2,Child abuse,http://id.loc.gov/authorities/subjects/sh85023348,lcsh,topic,,,,false,
mods_subject_topic_ms,Child actors,4,Child actors,http://id.loc.gov/authorities/subjects/sh85023522,lcsh,topic,,,,false,
mods_subject_topic_ms,Child Care,1,Child care,http://id.loc.gov/authorities/subjects/sh85023354,lcsh,topic,,replace,Child care,true,
mods_subject_topic_ms,Child care.,1,Child care,http://id.loc.gov/authorities/subjects/sh85023354,lcsh,topic,,replace,Child care,true,
mods_subject_topic_ms,Child development,2,Child development,http://id.loc.gov/authorities/subjects/sh85023357,lcsh,topic,,,,false,
mods_subject_topic_ms,Child labor.,1,Child labor,http://id.loc.gov/authorities/subjects/sh85023444,lcsh,topic,,replace,Child labor,true,
mods_subject_topic_ms,Child psychology,2,Child psychology,http://id.loc.gov/authorities/subjects/sh85023380,lcsh,topic,,,,false,
mods_subject_topic_ms,Child rearing,3,Child rearing,http://id.loc.gov/authorities/subjects/sh85023387,lcsh,topic,,,,false,
mods_subject_topic_ms,Child volunteers,1,Child volunteers,http://id.loc.gov/authorities/subjects/sh85023530,lcsh,topic,,,,false,
mods_subject_topic_ms,Child welfare,13,Child welfare,http://id.loc.gov/authorities/subjects/sh85023396,lcsh,topic,,,,false,
mods_subject_topic_ms,Childhood and youth.,1,Childhood and youth,http://id.loc.gov/authorities/subjects/sh99004940,lcsh,topic,,replace,Childhood and youth,true,
mods_subject_topic_ms,Childhood,1,Children,http://id.loc.gov/authorities/subjects/sh99004941,lcsh,topic,,replace,Children,true,
mods_subject_topic_ms,Children,2417,Children,http://id.loc.gov/authorities/subjects/sh99004941,lcsh,topic,,,,false,
mods_subject_topic_ms,Children.,24,Children,http://id.loc.gov/authorities/subjects/sh99004941,lcsh,topic,,replace,Children,true,
mods_subject_topic_ms,Chirldren,1,Children,http://id.loc.gov/authorities/subjects/sh99004941,lcsh,topic,,replace,Children,true,
mods_subject_topic_ms,Children in literature,1,Children in literature,http://id.loc.gov/authorities/subjects/sh85023534,lcsh,topic,,,,false,
mods_subject_topic_ms,Children of migrant laborers,1,Children of migrant laborers,http://id.loc.gov/authorities/subjects/sh85023557,lcsh,topic,,,,false,
mods_subject_topic_ms,Children with disabilities,2,Children with disabilities,http://id.loc.gov/authorities/subjects/sh85058689,lcsh,topic,,,,false,
mods_subject_topic_ms,Children with disabilities.,2,Children with disabilities,http://id.loc.gov/authorities/subjects/sh85058689,lcsh,topic,,replace,Children with disabilities,true,
mods_subject_topic_ms,Children with mental disabilities,1,Children with mental disabilities,http://id.loc.gov/authorities/subjects/sh85083683,lcsh,topic,,,,false,
mods_subject_topic_ms,Children with visual disabilities,10,Children with visual disabilities,http://id.loc.gov/authorities/subjects/sh85143942,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's Day,1,Children's Day,http://id.loc.gov/authorities/subjects/sh2011001337,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's art,1,Children's art,http://id.loc.gov/authorities/subjects/sh85023581,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's clothing,2,Children's clothing,http://id.loc.gov/authorities/subjects/sh85023582,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's furniture,3,Children's furniture,http://id.loc.gov/authorities/subjects/sh85023595,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's libraries,3,Children's libraries,http://id.loc.gov/authorities/subjects/sh85076548,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's parties,4,Children's parties,http://id.loc.gov/authorities/subjects/sh85023682,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's periodicals,2,Children's periodicals,http://id.loc.gov/authorities/subjects/sh85023683,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's plays,10,Children's plays,http://id.loc.gov/authorities/subjects/sh85023697,lcsh,topic,,,,false,
mods_subject_topic_ms,Plays,20,Children's plays,http://id.loc.gov/authorities/subjects/sh85023697,lcsh,topic,,split,Children's plays,true,
mods_subject_topic_ms,Children's shoes,1,Children's shoes,http://id.loc.gov/authorities/subjects/sh2007010074,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's songs,20,Children's songs,http://id.loc.gov/authorities/subjects/sh85023779,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's theater,3,Children's theater,http://id.loc.gov/authorities/subjects/sh85023698,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's writings,2,Children's writings,http://id.loc.gov/authorities/subjects/sh85023841,lcsh,topic,,,,false,
mods_subject_topic_ms,Children's zoos,3,Children's zoos,http://id.loc.gov/authorities/subjects/sh85023862,lcsh,topic,,,,false,
mods_subject_topic_ms,Chile,1,Chile,http://id.loc.gov/authorities/names/n79061242-781,naf,geographic,,,,false,
mods_subject_topic_ms,Chimneys,13,Chimneys,http://id.loc.gov/authorities/subjects/sh85023968,lcsh,topic,,,,false,
mods_subject_topic_ms,Chimpanzees,4,Chimpanzees,http://id.loc.gov/authorities/subjects/sh85023971,lcsh,topic,,,,false,
mods_subject_topic_ms,Chinese,627,Chinese,http://id.loc.gov/authorities/subjects/sh85024235,lcsh,topic,,,,false,
mods_subject_topic_ms,Chinese Americans,557,Chinese Americans,http://id.loc.gov/authorities/subjects/sh85024244,lcsh,topic,,,,false,
mods_subject_topic_ms,Chinese newspapers,4,Chinese newspapers,http://id.loc.gov/authorities/subjects/sh85024343,lcsh,topic,,,,false,
mods_subject_topic_ms,Chinese periodicals,20,Chinese periodicals,http://id.loc.gov/authorities/subjects/sh85024348,lcsh,topic,,,,false,
mods_subject_topic_ms,Chinese poetry,1,Chinese poetry,http://id.loc.gov/authorities/subjects/sh85024350,lcsh,topic,,,,false,
mods_subject_topic_ms,"Chinese reunification question, 1949-",4,"Chinese reunification question, 1949-",http://id.loc.gov/authorities/subjects/sh85024375,lcsh,topic,,,,false,
mods_subject_topic_ms,Chinese students,42,Chinese students,http://id.loc.gov/authorities/subjects/sh85024378,lcsh,topic,,,,false,
mods_subject_topic_ms,Chocolate.,1,Chocolate,http://id.loc.gov/authorities/subjects/sh85024603,lcsh,topic,,replace,Chocolate,true,
mods_subject_topic_ms,Chocolate candy,1,Chocolate candy,http://id.loc.gov/authorities/subjects/sh85024605,lcsh,topic,,,,false,
mods_subject_topic_ms,Chocolate candy.,1,Chocolate candy,http://id.loc.gov/authorities/subjects/sh85024605,lcsh,topic,,replace,Chocolate candy,true,
mods_subject_topic_ms,Choctaw Indians,1,Choctaw Indians,http://id.loc.gov/authorities/subjects/sh85024609,lcsh,topic,,,,false,
mods_subject_topic_ms,Choirs (Music).,2,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,lcsh,topic,,replace,Choirs (Music),true,
mods_subject_topic_ms,Choirs (Music),20,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,lcsh,topic,,,,false,
mods_subject_topic_ms,Choirs,2,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,lcsh,topic,,replace,Choirs (Music),true,
mods_subject_topic_ms,Choir,2,Choirs (Music),http://id.loc.gov/authorities/subjects/sh85024628,lcsh,topic,,replace,Choirs (Music),true,
mods_subject_topic_ms,Choral singing,1,Choral singing,http://id.loc.gov/authorities/subjects/sh85024700,lcsh,topic,,,,false,
mods_subject_topic_ms,Choral Societies,3,Choral societies,http://id.loc.gov/authorities/subjects/sh85024704,lcsh,topic,,replace,Choral societies,true,
mods_subject_topic_ms,Choral speaking,1,Choral speaking,http://id.loc.gov/authorities/subjects/sh85024706,lcsh,topic,,,,false,
mods_subject_topic_ms,Chorale preludes,8,Chorale preludes,http://id.loc.gov/authorities/subjects/sh85024709,lcsh,topic,,,,false,
mods_subject_topic_ms,Chorales,1,Chorales,http://id.loc.gov/authorities/subjects/sh85024733,lcsh,topic,,,,false,
mods_subject_topic_ms,Choreographers,1,Choreographers,http://id.loc.gov/authorities/subjects/sh85024742,lcsh,topic,,,,false,
mods_subject_topic_ms,Choruses,4,Choruses,http://id.loc.gov/authorities/subjects/sh85024772,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Men's voices), Unaccompanied",2,"Choruses, Sacred (Men's voices), Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024785,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices) with continuo",4,"Choruses, Sacred (Mixed voices) with instrumental ensemble",http://id.loc.gov/authorities/subjects/sh85024813,lcsh,topic,,replace,"Choruses, Sacred (Mixed voices) with instrumental ensemble",true,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices) with instrumental ensemble",2,"Choruses, Sacred (Mixed voices) with instrumental ensemble",http://id.loc.gov/authorities/subjects/sh85024813,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 3 parts) with continuo",1,"Choruses, Sacred (Mixed voices) with instrumental ensemble",http://id.loc.gov/authorities/subjects/sh85024813,lcsh,topic,,replace,"Choruses, Sacred (Mixed voices) with instrumental ensemble",true,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices) with orchestra",9,"Choruses, Sacred (Mixed voices) with orchestra",http://id.loc.gov/authorities/subjects/sh85024817,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices) with organ",19,"Choruses, Sacred (Mixed voices) with organ",http://id.loc.gov/authorities/subjects/sh85024820,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 8 parts) with organ",7,"Choruses, Sacred (Mixed voices) with organ",http://id.loc.gov/authorities/subjects/sh85024820,lcsh,topic,,replace,"Choruses, Sacred (Mixed voices) with organ",true,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices) with piano",2,"Choruses, Sacred (Mixed voices) with piano",http://id.loc.gov/authorities/subjects/sh85024821,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices), Unaccompanied",27,"Choruses, Sacred (Mixed voices), Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024806,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 3 parts), Unaccompanied",1,"Choruses, Sacred (Mixed voices), Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024806,lcsh,topic,,replace,"Choruses, Sacred (Mixed voices), Unaccompanied",true,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 4 parts) with organ",4,"Choruses, Sacred (Mixed voices, 4 parts) with organ",http://id.loc.gov/authorities/subjects/sh85024801,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 4 parts) with keyboard instrument",1,"Choruses, Sacred (Mixed voices, 4 parts) with piano",http://id.loc.gov/authorities/subjects/sh85024802,lcsh,topic,,replace,"Choruses, Sacred (Mixed voices, 4 parts) with piano",true,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 4 parts) with piano",1,"Choruses, Sacred (Mixed voices, 4 parts) with piano",http://id.loc.gov/authorities/subjects/sh85024802,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied",3,"Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024798,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Men's voices), Unaccompanied",4,"Choruses, Secular (Men's voices), Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024879,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices)",1,"Choruses, Secular (Mixed voices)",http://id.loc.gov/authorities/subjects/sh85024892,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices) with instrumental ensemble",3,"Choruses, Secular (Mixed voices) with instrumental ensemble",http://id.loc.gov/authorities/subjects/sh85024912,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices) with orchestra",6,"Choruses, Secular (Mixed voices) with orchestra",http://id.loc.gov/authorities/subjects/sh85024915,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices, 4 parts) with orchestra, Arranged",1,"Choruses, Secular (Mixed voices) with orchestra",http://id.loc.gov/authorities/subjects/sh85024915,lcsh,topic,,replace,"Choruses, Secular (Mixed voices) with orchestra",true,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices) with organ",2,"Choruses, Secular (Mixed voices) with organ",http://id.loc.gov/authorities/subjects/sh85024919,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices) with piano",1,"Choruses, Secular (Mixed voices) with piano",http://id.loc.gov/authorities/subjects/sh85024921,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices), Unaccompanied",5,"Choruses, Secular (Mixed voices), Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024904,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular (Mixed voices, 4 parts) with piano",3,"Choruses, Secular (Mixed voices, 4 parts) with piano",http://id.loc.gov/authorities/subjects/sh85024898,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Secular, with piano",1,"Choruses, Secular, with piano",http://id.loc.gov/authorities/subjects/sh85024940,lcsh,topic,,,,false,
mods_subject_topic_ms,"Choruses, Unaccompanied",1,"Choruses, Unaccompanied",http://id.loc.gov/authorities/subjects/sh85024960,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian art and symbolism,3391,Christian art and symbolism,http://id.loc.gov/authorities/subjects/sh85025011,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian education,3,Christian education,http://id.loc.gov/authorities/subjects/sh85025042,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian ethics,2,Christian ethics,http://id.loc.gov/authorities/subjects/sh85025083,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian giving,1,Christian giving,http://id.loc.gov/authorities/subjects/sh85025091,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian life,1,Christian life,http://id.loc.gov/authorities/subjects/sh85025095,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian patron saints,3,Christian patron saints,http://id.loc.gov/authorities/subjects/sh85025135,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian pilgrims and pilgrimages,1,Christian pilgrims and pilgrimages,http://id.loc.gov/authorities/subjects/sh85025136,lcsh,topic,,,,false,
mods_subject_topic_ms,Christian women,1,Christian women,http://id.loc.gov/authorities/subjects/sh87003746,lcsh,topic,,,,false,
mods_subject_topic_ms,Christianity,4,Christianity,http://id.loc.gov/authorities/subjects/sh85025219,lcsh,topic,,,,false,
mods_subject_topic_ms,Christianity and other religions,1,Christianity and other religions,http://id.loc.gov/authorities/subjects/sh85025250,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas,26,Christmas,http://id.loc.gov/authorities/subjects/sh85025303,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas.,9,Christmas,http://id.loc.gov/authorities/subjects/sh85025303,lcsh,topic,,replace,Christmas,true,
mods_subject_topic_ms,Christmas cards,1,Christmas cards,http://id.loc.gov/authorities/subjects/sh85025307,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas Cards,1,Christmas cards,http://id.loc.gov/authorities/subjects/sh85025307,lcsh,topic,,replace,Christmas cards,true,
mods_subject_topic_ms,Christmas Decorations,2,Christmas decorations,http://id.loc.gov/authorities/subjects/sh85025309,lcsh,topic,,replace,Christmas decorations,true,
mods_subject_topic_ms,Christmas decorations.,4,Christmas decorations,http://id.loc.gov/authorities/subjects/sh85025309,lcsh,topic,,replace,Christmas decorations,true,
mods_subject_topic_ms,Christmas decorations,55,Christmas decorations,http://id.loc.gov/authorities/subjects/sh85025309,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas in literature,1,Christmas in literature,http://id.loc.gov/authorities/subjects/sh94003365,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas music,24,Christmas music,http://id.loc.gov/authorities/subjects/sh85025312,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas pageants,1,Christmas pageants,http://id.loc.gov/authorities/subjects/sh2003003659,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas plays,3,Christmas plays,http://id.loc.gov/authorities/subjects/sh85025314,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas sermons,1,Christmas sermons,http://id.loc.gov/authorities/subjects/sh85025317,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas stockings,1,Christmas stockings,http://id.loc.gov/authorities/subjects/sh00005800,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas Trees,1,Christmas trees,http://id.loc.gov/authorities/subjects/sh85025322,lcsh,topic,,replace,Christmas trees,true,
mods_subject_topic_ms,Christmas tree,1,Christmas trees,http://id.loc.gov/authorities/subjects/sh85025322,lcsh,topic,,replace,Christmas trees,true,
mods_subject_topic_ms,Christmas trees,35,Christmas trees,http://id.loc.gov/authorities/subjects/sh85025322,lcsh,topic,,,,false,
mods_subject_topic_ms,Christmas trees.,3,Christmas trees,http://id.loc.gov/authorities/subjects/sh85025322,lcsh,topic,,replace,Christmas trees,true,
mods_subject_topic_ms,Chronic diseases in children,1,Chronic diseases in children,http://id.loc.gov/authorities/subjects/sh85025395,lcsh,topic,,,,false,
mods_subject_topic_ms,Church,4,Church,http://id.loc.gov/authorities/subjects/sh85025502,lcsh,topic,,,,false,
mods_subject_topic_ms,Church and social problems,1,Church and social problems,http://id.loc.gov/authorities/subjects/sh85025528,lcsh,topic,,,,false,
mods_subject_topic_ms,Church and state,7,Church and state,http://id.loc.gov/authorities/subjects/sh85025534,lcsh,topic,,,,false,
mods_subject_topic_ms,Church anniversaries,2,Church anniversaries,http://id.loc.gov/authorities/subjects/sh85025565,lcsh,topic,,,,false,
mods_subject_topic_ms,Church architecture,3491,Church architecture,http://id.loc.gov/authorities/subjects/sh85025567,lcsh,topic,,,,false,
mods_subject_topic_ms,Church attendance,3,Church attendance,http://id.loc.gov/authorities/subjects/sh85025577,lcsh,topic,,,,false,
mods_subject_topic_ms,Churches.,2,Church buildings,http://id.loc.gov/authorities/subjects/sh85025854,lcsh,topic,,replace,Church buildings,true,
mods_subject_topic_ms,Churches,112,Church buildings,http://id.loc.gov/authorities/subjects/sh85025854,lcsh,topic,,replace,Church buildings,true,
mods_subject_topic_ms,Church buildings,433,Church buildings,http://id.loc.gov/authorities/subjects/sh85025854,lcsh,topic,,,,false,
mods_subject_topic_ms,Church charities,1,Church charities,http://id.loc.gov/authorities/subjects/sh85025584,lcsh,topic,,,,false,
mods_subject_topic_ms,Church decoration and ornament,3394,Church decoration and ornament,http://id.loc.gov/authorities/subjects/sh85025592,lcsh,topic,,,,false,
mods_subject_topic_ms,Church dedication,1,Church dedication,http://id.loc.gov/authorities/subjects/sh85025593,lcsh,topic,,,,false,
mods_subject_topic_ms,Church dedication sermons,1,Church dedication sermons,http://id.loc.gov/authorities/subjects/sh85025595,lcsh,topic,,,,false,
mods_subject_topic_ms,Church dinners,2,Church dinners,http://id.loc.gov/authorities/subjects/sh86006870,lcsh,topic,,,,false,
mods_subject_topic_ms,Church furniture,2,Church furniture,http://id.loc.gov/authorities/subjects/sh85025611,lcsh,topic,,,,false,
mods_subject_topic_ms,Church history,116,Church history,http://id.loc.gov/authorities/subjects/sh85025619,lcsh,topic,,,,false,
mods_subject_topic_ms,Church libraries,1,Church libraries,http://id.loc.gov/authorities/subjects/sh85076552,lcsh,topic,,,,false,
mods_subject_topic_ms,Church maintenance and repair,2,Church maintenance and repair,http://id.loc.gov/authorities/subjects/sh85025644,lcsh,topic,,,,false,
mods_subject_topic_ms,Church meetings,3,Church meetings,http://id.loc.gov/authorities/subjects/sh85025648,lcsh,topic,,,,false,
mods_subject_topic_ms,Church music,1,Church music,http://id.loc.gov/authorities/subjects/sh85025650,lcsh,topic,,,,false,
mods_subject_topic_ms,Church officers,1,Church officers,http://id.loc.gov/authorities/subjects/sh85025719,lcsh,topic,,,,false,
mods_subject_topic_ms,Church property,1,Church property,http://id.loc.gov/authorities/subjects/sh85025732,lcsh,topic,,,,false,
mods_subject_topic_ms,Church records and registers,1,Church records and registers,http://id.loc.gov/authorities/subjects/sh85025741,lcsh,topic,,,,false,
mods_subject_topic_ms,Parochial schools,5,Church schools,http://id.loc.gov/authorities/subjects/sh85025747,lcsh,topic,,replace,Church schools,true,
mods_subject_topic_ms,Church signs,1,Church signs,http://id.loc.gov/authorities/subjects/sh99003802,lcsh,topic,,,,false,
mods_subject_topic_ms,"Churubusco, Battle of, Mexico, 1847.",1,"Churubusco, Battle of, Mexico City, Mexico, 1847",http://id.loc.gov/authorities/subjects/sh85025886,lcsh,topic,,replace,"Churubusco, Battle of, Mexico City, Mexico, 1847",true,
mods_subject_topic_ms,"Cibola, Seven Cities of",1,"Cibola, Seven Cities of",http://id.loc.gov/authorities/subjects/sh85025909,lcsh,topic,,,,false,
mods_subject_topic_ms,Cigar boxes.,1,Cigar boxes,http://id.loc.gov/authorities/subjects/sh85025946,lcsh,topic,,replace,Cigar boxes,true,
mods_subject_topic_ms,Cigar industry,3,Cigar industry,http://id.loc.gov/authorities/subjects/sh85025948,lcsh,topic,,,,false,
mods_subject_topic_ms,Cigar makers,2,Cigar makers,http://id.loc.gov/authorities/subjects/sh85025950,lcsh,topic,,,,false,
mods_subject_topic_ms,Cigarette vendors,1,Cigarette vendors,http://id.loc.gov/authorities/subjects/sh2003010803,lcsh,topic,,,,false,
mods_subject_topic_ms,Cinder blocks.,1,Cinder blocks,http://id.loc.gov/authorities/subjects/sh85026009,lcsh,topic,,replace,Cinder blocks,true,
mods_subject_topic_ms,Cinderella (Tale),10,Cinderella (Tale),http://id.loc.gov/authorities/subjects/sh85026010,lcsh,topic,,,,false,
mods_subject_topic_ms,Ciphers,1,Ciphers,http://id.loc.gov/authorities/subjects/sh85026047,lcsh,topic,,,,false,
mods_subject_topic_ms,Circuses & shows.,27,Circus,http://id.loc.gov/authorities/subjects/sh85026080,lcsh,topic,,replace,Circus,true,
mods_subject_topic_ms,Circus animals.,6,Circus animals,http://id.loc.gov/authorities/subjects/sh85026086,lcsh,topic,,replace,Circus animals,true,
mods_subject_topic_ms,Circus performers,3,Circus performers,http://id.loc.gov/authorities/subjects/sh85026090,lcsh,topic,,,,false,
mods_subject_topic_ms,Circus performers.,4,Circus performers,http://id.loc.gov/authorities/subjects/sh85026090,lcsh,topic,,replace,Circus performers,true,
mods_subject_topic_ms,Circus posters,1,Circus posters,http://id.loc.gov/authorities/subjects/sh2004014626,lcsh,topic,,,,false,
mods_subject_topic_ms,Circus trains,1,Circus trains,http://id.loc.gov/authorities/subjects/sh85026092,lcsh,topic,,,,false,
