Solr_Field,Original_Heading,Count,Valid_Heading,URI,Authority,Type,Thoroughfares_Features,Action,Change_To,Changed,Note
mods_subject_topic_ms,City,5,Cities and towns,http://id.loc.gov/authorities/subjects/sh85026130,lcsh,topic,,replace,Cities and towns,true,
mods_subject_topic_ms,Cities and Towns,1,Cities and towns,http://id.loc.gov/authorities/subjects/sh85026130,lcsh,topic,,replace,Cities and towns,true,
mods_subject_topic_ms,Cities and towns,220,Cities and towns,http://id.loc.gov/authorities/subjects/sh85026130,lcsh,topic,,,,false,
mods_subject_topic_ms,Citizen participation,2,Citizen participation,http://id.loc.gov/authorities/subjects/sh99005035,lcsh,topic,,,,false,
mods_subject_topic_ms,Citrus fruits,1,Citrus fruits,http://id.loc.gov/authorities/subjects/sh85026231,lcsh,topic,,,,false,
mods_subject_topic_ms,Urban life,182,City and town life,http://id.loc.gov/authorities/subjects/sh85026255,lcsh,topic,,replace,City and town life,true,
mods_subject_topic_ms,City and town life,2,City and town life,http://id.loc.gov/authorities/subjects/sh85026255,lcsh,topic,,,,false,
mods_subject_topic_ms,City churches,1,City churches,http://id.loc.gov/authorities/subjects/sh85026263,lcsh,topic,,,,false,
mods_subject_topic_ms,City council members,8,City council members,http://id.loc.gov/authorities/subjects/sh85026265,lcsh,topic,,,,false,
mods_subject_topic_ms,City councils,3,City councils,http://id.loc.gov/authorities/subjects/sh86007798,lcsh,topic,,,,false,
mods_subject_topic_ms,City halls,10,City halls,http://id.loc.gov/authorities/subjects/sh85026266,lcsh,topic,,,,false,
mods_subject_topic_ms,City planning,33,City planning,http://id.loc.gov/authorities/subjects/sh85026282,lcsh,topic,,,,false,
mods_subject_topic_ms,Civic improvement,6,Civic improvement,http://id.loc.gov/authorities/subjects/sh85026300,lcsh,topic,,,,false,
mods_subject_topic_ms,Civic leaders,1,Civic leaders,http://id.loc.gov/authorities/subjects/sh88004175,lcsh,topic,,,,false,
mods_subject_topic_ms,Civics,1,Civics,http://id.loc.gov/authorities/subjects/sh85026301,lcsh,topic,,,,false,
mods_subject_topic_ms,"Civics, Korean",1,"Civics, Korean",http://id.loc.gov/authorities/subjects/sh85026318,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil War Veterans,3,"United States--History--Civil War, 1861-1865",http://id.loc.gov/authorities/subjects/sh85140205,lcsh,topic,,split,"United States--History--Civil War, 1861-1865",true,
mods_subject_topic_ms,Civil War Veterans,3,Veterans,http://id.loc.gov/authorities/subjects/sh85142973,lcsh,topic,,add,Veterans,true,
mods_subject_topic_ms,Civil functions.,21,Civil functions,http://id.loc.gov/authorities/subjects/sh99004997,lcsh,topic,,replace,Civil functions,true,
mods_subject_topic_ms,Civil functions,1,Civil functions,http://id.loc.gov/authorities/subjects/sh99004997,lcsh,topic,,,,false,
mods_subject_topic_ms,"Labor History, Civil Rights",3,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Civil Rights, War",2,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,replace,Civil rights,true,
mods_subject_topic_ms,"Health & Safety, Civil Rights, Bosses",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Civil Rights, Wages, Profits",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,replace,Civil rights,true,
mods_subject_topic_ms,"Average Work Day, Civil Rights",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Strikes, Businesses, Civil Rights",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,Civil rights,3,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,,,false,
mods_subject_topic_ms,"Civil Rights, Wages, Businesses",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,replace,Civil rights,true,
mods_subject_topic_ms,"Unemployment, Civil Rights",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Wages, Civil Rights",3,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Politics and Legislation, Civil Rights",5,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Labor History, Businesses, Civil Rights",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Civil Rights, Publications",4,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,replace,Civil rights,true,
mods_subject_topic_ms,"Civil Rights, Politics and Legislation",9,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Bosses, Civil Rights",2,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,Civil Rights,49,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,replace,Civil rights,true,
mods_subject_topic_ms,"Union Organization, Civil Rights",1,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,"Civil Rights, Union Organization",3,Civil rights,http://id.loc.gov/authorities/subjects/sh99004998,lcsh,topic,,add,Civil rights,true,
mods_subject_topic_ms,Civil rights demonstrations,112,Civil rights demonstrations,http://id.loc.gov/authorities/subjects/sh85026383,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil rights movements,1,Civil rights movements,http://id.loc.gov/authorities/subjects/sh85026384,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil rights workers,1,Civil rights workers,http://id.loc.gov/authorities/subjects/sh85026385,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil service,5,Civil service,http://id.loc.gov/authorities/subjects/sh85026387,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil service reform,5,Civil service reform,http://id.loc.gov/authorities/subjects/sh85026416,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil society,4,Civil society,http://id.loc.gov/authorities/subjects/sh90004194,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil supremacy over the military,1,Civil supremacy over the military,http://id.loc.gov/authorities/subjects/sh85026420,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil War,1,Civil war,http://id.loc.gov/authorities/subjects/sh85026421,lcsh,topic,,replace,Civil war,true,
mods_subject_topic_ms,Civil war,1,Civil war,http://id.loc.gov/authorities/subjects/sh85026421,lcsh,topic,,,,false,
mods_subject_topic_ms,Civil-military relations,2,Civil-military relations,http://id.loc.gov/authorities/subjects/sh85026352,lcsh,topic,,,,false,
mods_subject_topic_ms,Civilian relief.,1,Civilian relief,http://id.loc.gov/authorities/subjects/sh85026422,lcsh,topic,,replace,Civilian relief,true,
mods_subject_topic_ms,Civilization,11,Civilization,http://id.loc.gov/authorities/subjects/sh99005029,lcsh,topic,,,,false,
mods_subject_topic_ms,"Civilization, Modern",1,"Civilization, Modern",http://id.loc.gov/authorities/subjects/sh85026469,lcsh,topic,,,,false,
mods_subject_topic_ms,Claims,2,Claims,http://id.loc.gov/authorities/subjects/sh99005047,lcsh,topic,,,,false,
mods_subject_topic_ms,"Clarinet and cello with salon orchestra, Arranged",1,Clarinet and cello with orchestra,http://id.loc.gov/authorities/subjects/sh85026624,lcsh,topic,,replace,Clarinet and cello with orchestra,true,
mods_subject_topic_ms,Clarinet and percussion music,1,Clarinet and percussion music,http://id.loc.gov/authorities/subjects/sh85026602,lcsh,topic,,,,false,
mods_subject_topic_ms,Clarinet and piano music,4,Clarinet and piano music,http://id.loc.gov/authorities/subjects/sh85026603,lcsh,topic,,,,false,
mods_subject_topic_ms,Clarinet music,2,Clarinet music,http://id.loc.gov/authorities/subjects/sh85026639,lcsh,topic,,,,false,
mods_subject_topic_ms,Clarinet music (Clarinets (2)),2,Clarinet music (Clarinets (2)),http://id.loc.gov/authorities/subjects/sh85026640,lcsh,topic,,,,false,
mods_subject_topic_ms,"Clark's Expedition against Detroit, 1781",2,"Clark's Expedition against Detroit, 1781",http://id.loc.gov/authorities/subjects/sh85026675,lcsh,topic,,,,false,
mods_subject_topic_ms,Class Reunions,1,Class reunions,http://id.loc.gov/authorities/subjects/sh85026689,lcsh,topic,,replace,Class reunions,true,
mods_subject_topic_ms,Class reunions,7,Class reunions,http://id.loc.gov/authorities/subjects/sh85026689,lcsh,topic,,,,false,
mods_subject_topic_ms,Class reunions.,2,Class reunions,http://id.loc.gov/authorities/subjects/sh85026689,lcsh,topic,,replace,Class reunions,true,
mods_subject_topic_ms,Classical fiction,1,Classical fiction,http://id.loc.gov/authorities/subjects/sh85026701,lcsh,topic,,,,false,
mods_subject_topic_ms,Classicism,1,Classicism,http://id.loc.gov/authorities/subjects/sh85026714,lcsh,topic,,,,false,
mods_subject_topic_ms,Classroom,4,Classrooms,http://id.loc.gov/authorities/subjects/sh88003345,lcsh,topic,,replace,Classrooms,true,
mods_subject_topic_ms,Classrooms,224,Classrooms,http://id.loc.gov/authorities/subjects/sh88003345,lcsh,topic,,,,false,
mods_subject_topic_ms,Clay.,1,Clay,http://id.loc.gov/authorities/subjects/sh85026864,lcsh,topic,,replace,Clay,true,
mods_subject_topic_ms,Clay modeling,1,Clay,http://id.loc.gov/authorities/subjects/sh85026864,lcsh,topic,,split,Clay,true,
mods_subject_topic_ms,Clay industries,2,Clay industries,http://id.loc.gov/authorities/subjects/sh85026871,lcsh,topic,,,,false,
mods_subject_topic_ms,Cleaning.,1,Cleaning,http://id.loc.gov/authorities/subjects/sh85026891,lcsh,topic,,replace,Cleaning,true,
mods_subject_topic_ms,Cleaning,27,Cleaning,http://id.loc.gov/authorities/subjects/sh85026891,lcsh,topic,,,,false,
mods_subject_topic_ms,Cleaning and dyeing industry,1,Cleaning and dyeing industry,http://id.loc.gov/authorities/subjects/sh85026892,lcsh,topic,,,,false,
mods_subject_topic_ms,Cleaning personnel,2,Cleaning personnel,http://id.loc.gov/authorities/subjects/sh85022725,lcsh,topic,,,,false,
mods_subject_topic_ms,Clearing of land,1,Clearing of land,http://id.loc.gov/authorities/subjects/sh85026910,lcsh,topic,,,,false,
mods_subject_topic_ms,Clergy,34,Clergy,http://id.loc.gov/authorities/subjects/sh99004982,lcsh,topic,,,,false,
mods_subject_topic_ms,Clergy.,1,Clergy,http://id.loc.gov/authorities/subjects/sh99004982,lcsh,topic,,replace,Clergy,true,
mods_subject_topic_ms,Bluffs (Landforms),2,Cliffs,http://id.loc.gov/authorities/subjects/sh87003234,lcsh,topic,,replace,Cliffs,true,
mods_subject_topic_ms,Cliffs,27,Cliffs,http://id.loc.gov/authorities/subjects/sh87003234,lcsh,topic,,,,false,
mods_subject_topic_ms,Climatic changes in literature,1,Climatic changes in literature,http://id.loc.gov/authorities/subjects/sh2011000451,lcsh,topic,,,,false,
mods_subject_topic_ms,Clinics,9,Clinics,http://id.loc.gov/authorities/subjects/sh85027070,lcsh,topic,,,,false,
mods_subject_topic_ms,Clipper ships,1,Clipper ships,http://id.loc.gov/authorities/subjects/sh85027082,lcsh,topic,,,,false,
mods_subject_topic_ms,"Clippings (Books, newspapers, etc.)",1,"Clippings (Books, newspapers, etc.)",http://id.loc.gov/authorities/subjects/sh85027084,lcsh,topic,,,,false,
mods_subject_topic_ms,Clock,12,Clocks and watches,http://id.loc.gov/authorities/subjects/sh85027100,lcsh,topic,,replace,Clocks and watches,true,
mods_subject_topic_ms,Clocks,12,Clocks and watches,http://id.loc.gov/authorities/subjects/sh85027100,lcsh,topic,,replace,Clocks and watches,true,
mods_subject_topic_ms,Clocks and watches,6,Clocks and watches,http://id.loc.gov/authorities/subjects/sh85027100,lcsh,topic,,,,false,
mods_subject_topic_ms,Clotheslines,10,Clotheslines,http://id.loc.gov/authorities/subjects/sh91005103,lcsh,topic,,,,false,
mods_subject_topic_ms,Clothes,5,Clothing,http://id.loc.gov/authorities/subjects/sh99005081,lcsh,topic,,replace,Clothing,true,
mods_subject_topic_ms,Clothing,15,Clothing,http://id.loc.gov/authorities/subjects/sh99005081,lcsh,topic,,,,false,
mods_subject_topic_ms,Clothing and dress,55,Clothing and dress,http://id.loc.gov/authorities/subjects/sh85027160,lcsh,topic,,,,false,
mods_subject_topic_ms,Clothing trade,7,Clothing trade,http://id.loc.gov/authorities/subjects/sh85027174,lcsh,topic,,,,false,
mods_subject_topic_ms,Clowns.,13,Clowns,http://id.loc.gov/authorities/subjects/sh85027215,lcsh,topic,,replace,Clowns,true,
mods_subject_topic_ms,Clowns,5,Clowns,http://id.loc.gov/authorities/subjects/sh85027215,lcsh,topic,,,,false,
mods_subject_topic_ms,Club-houses,1,Clubhouses,http://id.loc.gov/authorities/subjects/sh85027224,lcsh,topic,,replace,Clubhouses,true,
mods_subject_topic_ms,Clubhouses,3,Clubhouses,http://id.loc.gov/authorities/subjects/sh85027224,lcsh,topic,,,,false,
mods_subject_topic_ms,Clubs,54,Clubs,http://id.loc.gov/authorities/subjects/sh85027231,lcsh,topic,,,,false,
mods_subject_topic_ms,Student clubs,1,Clubs,http://id.loc.gov/authorities/subjects/sh85027231,lcsh,topic,,add,Clubs,true,
mods_subject_topic_ms,Clydesdale horse,1,Clydesdale horse,http://id.loc.gov/authorities/subjects/sh85027266,lcsh,topic,,,,false,
mods_subject_topic_ms,Coaches (Athletics),5,Coaches (Athletics),http://id.loc.gov/authorities/subjects/sh85027294,lcsh,topic,,,,false,
mods_subject_topic_ms,Coaching (Athletics),2,Coaching (Athletics),http://id.loc.gov/authorities/subjects/sh85027299,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal,56,Coal,http://id.loc.gov/authorities/subjects/sh85027307,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal.,4,Coal,http://id.loc.gov/authorities/subjects/sh85027307,lcsh,topic,,replace,Coal,true,
mods_subject_topic_ms,Coal mine accidents,1,Coal mine accidents,http://id.loc.gov/authorities/subjects/sh85027365,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal miners,88,Coal miners,http://id.loc.gov/authorities/subjects/sh85027354,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal miners.,11,Coal miners,http://id.loc.gov/authorities/subjects/sh85027354,lcsh,topic,,replace,Coal miners,true,
mods_subject_topic_ms,Coal mines and mining,241,Coal mines and mining,http://id.loc.gov/authorities/subjects/sh85027364,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal mines and mining.,16,Coal mines and mining,http://id.loc.gov/authorities/subjects/sh85027364,lcsh,topic,,replace,Coal mines and mining,true,
mods_subject_topic_ms,Coal Preparation.,1,Coal preparation,http://id.loc.gov/authorities/subjects/sh85027394,lcsh,topic,,replace,Coal preparation,true,
mods_subject_topic_ms,Coal preparation.,1,Coal preparation,http://id.loc.gov/authorities/subjects/sh85027394,lcsh,topic,,replace,Coal preparation,true,
mods_subject_topic_ms,Coal preparation plants,1,Coal preparation plants,http://id.loc.gov/authorities/subjects/sh85027396,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal reserves,2,Coal reserves,http://id.loc.gov/authorities/subjects/sh85027325,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal industry and trade,5,Coal trade,http://id.loc.gov/authorities/subjects/sh85027411,lcsh,topic,,replace,Coal trade,true,
mods_subject_topic_ms,Coal trade,16,Coal trade,http://id.loc.gov/authorities/subjects/sh85027411,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal trade.,1,Coal trade,http://id.loc.gov/authorities/subjects/sh85027411,lcsh,topic,,replace,Coal trade,true,
mods_subject_topic_ms,Coal industry,2,Coal trade,http://id.loc.gov/authorities/subjects/sh85027411,lcsh,topic,,replace,Coal trade,true,
mods_subject_topic_ms,Coal transportation,1,Coal--Transportation,http://id.loc.gov/authorities/subjects/sh85027333,lcsh,topic,,replace,Coal--Transportation,true,
mods_subject_topic_ms,Coal Transportation,2,Coal--Transportation,http://id.loc.gov/authorities/subjects/sh85027333,lcsh,topic,,replace,Coal--Transportation,true,
mods_subject_topic_ms,Coal-carrying vessels,2,Coal-carrying vessels,http://id.loc.gov/authorities/subjects/sh85027342,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal-fired power plants,22,Coal-fired power plants,http://id.loc.gov/authorities/subjects/sh85027345,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal-handling machinery,3,Coal-handling machinery,http://id.loc.gov/authorities/subjects/sh85027350,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal-mining machinery,24,Coal-mining machinery,http://id.loc.gov/authorities/subjects/sh85027388,lcsh,topic,,,,false,
mods_subject_topic_ms,Coal-mining machinery.,2,Coal-mining machinery,http://id.loc.gov/authorities/subjects/sh85027388,lcsh,topic,,replace,Coal-mining machinery,true,
mods_subject_topic_ms,Coalfields,2,Coalfields,http://id.loc.gov/authorities/subjects/sh2006000026,lcsh,topic,,,,false,
mods_subject_topic_ms,Coaling stations,1,Coaling-stations,http://id.loc.gov/authorities/subjects/sh85027418,lcsh,topic,,replace,Coaling-stations,true,
mods_subject_topic_ms,Coaling-stations,34,Coaling-stations,http://id.loc.gov/authorities/subjects/sh85027418,lcsh,topic,,,,false,
mods_subject_topic_ms,Coalition governments,1,Coalition governments,http://id.loc.gov/authorities/subjects/sh85027420,lcsh,topic,,,,false,
mods_subject_topic_ms,Coaster cars,3,Coaster cars,http://id.loc.gov/authorities/subjects/sh85027439,lcsh,topic,,,,false,
mods_subject_topic_ms,Coastlines,1,Coasts,http://id.loc.gov/authorities/subjects/sh85027443,lcsh,topic,,replace,Coasts,true,
mods_subject_topic_ms,Coasts,11,Coasts,http://id.loc.gov/authorities/subjects/sh85027443,lcsh,topic,,,,false,
mods_subject_topic_ms,Coats,3,Coats,http://id.loc.gov/authorities/subjects/sh85027508,lcsh,topic,,,,false,
mods_subject_topic_ms,Cobblestone roads,5,Cobblestone roads,http://id.loc.gov/authorities/subjects/sh00001501,lcsh,topic,,,,false,
