PID,field_address,field_geographic_features,field_geographic_features_categories,field_throroughfares,field_subject,field_subjects_name,Note
pitt:23v0213a,,Schenley Park,park,Highfield Road|Joncaire Street|Neville Street|Boundary Street|Morewood Avenue|Forbes Street|Woodland Avenue,,,confirm subject geo heading
pitt:23v0213b,,Schenley Park,park,Northumberland Street|Woodlawn Avenue|Baretto Street|Joncaire Street|Beeler Street|Loughery Street|Gladstone Road|Forbes Street|Christy Avenue,,,confirm subject geo heading
pitt:23v0214a,,,,Woodlawn Avenue|Malvern Avenue|Plainfield Street|Maynard Street|Beelermont Place|Northumberland Avenue|Beeler Street|Albemarle Avenue|Squirrel Hill Avenue|Fair Oaks Street|Forbes Street,,,
pitt:23v0214b,,Schenley Park,park,Bellerock Street|Bellermont Street|Wightman Street|Inverness Avenue|Kipling Road|Inlet Way|Beeler Street|Murdoch Street|Colma Way|Bennington Avenue|Woodmont Street|Fair Oaks Street|Plainfield Street,,,confirm subject geo heading
pitt:23v0215a,,,,Bellerock Street|Colma Way|Beck Way|Banbridge Way|S Negley Avenue|Wightman Street|Lynne Haven Road|W Woodland Road|Argo Way|Solway Street|Murray Hill Avenue|Woodmont Street|Fair Oaks Street|Murray Avenue,,,
pitt:23v0215b,,,,Braeburn Place|Wilkins Avenue|Hastings Avenue|Murray Hill Place|Solway Street|Woodland Road|Fair Oaks Street|Shady Avenue|Murray Avenue,,,
pitt:23v0216a,,,,Tinsley Avenue|Lennox Alley|Dunlevy Street|Hastings Avenue|Fennimore Street|Springer Alley|Berdun Road|Denniston Street|Gettysburg Street|Beechwood Boulevard|Linden Avenue|Fair Oaks Street|Shady Avenue,,,
pitt:23v0216b,,Homestead Reservoir,reservoir,Severn Street|Woodwell Street|Worth Street|Barndale Street|Kinsman Road|Northumberland Avenue|Dunlevy Street|Ridgeville Street|S Linden Avenue|Beechwood Boulevard|Dallas Avenue,,,confirm subject geo heading
pitt:23v0217a,,Schenley Park,park,Woodlawn Avenue|Kittanning Way|Forward Avenue|Beacon Street|Levene Street|Baretto Street|Bartlett Street|Pocusset Street|Darlington Road|Naylor Street|Murdoch Street|Forbes Street|Hobart Street|Boundary Street|Aylesboro Avenue,,,confirm subject geo heading
pitt:23v0217b,,,,Northumberland Street|S Negley Avenue|Wightman Street|Marlborough Street|Valmont Street|Irma Way|Colma Way|Woodmont Street|Aylesboro Avenue|Murray Avenue,,,
pitt:23v0218a,,,,Northumberland Street|Wilkins Avenue|Ferree Street|Morningside Avenue|Springer Alley|Denniston Avenue|Kay Way|Solway Street|Askbury Place|Beechwood Boulevard|Forbes Street|Aylesboro Avenue|Murray Avenue,,,
pitt:23v0218b,,Smithfield East End Cemetery|Homestead Reservoir,cemetery|reservoir,Northumberland Street|Fairfield Street|Dalzell Place|Barnesdale Street|Denniston Street|Beechwood Boulevard|Dallas Avenue|Forbes Street|Aylesboro Avenue,,,confirm subject geo heading|confirm subject name heading
pitt:23v0219a,,Schenley Park,park,Covode Street|Wightman Street|Beacon Street|Bartlett Street|Guarino Road|Kamin Street|Pocusset Street|Wendover Street|Darlington Road|Leith Way|Murdoch Street|Raleigh Street|Hobart Street,,,confirm subject geo heading
pitt:23v0219b,,Schenley Park,park,Phillips Avenue|Wightman Street|Beacon Street|Olla Way|Munhall Road|Darlington Road|Bartlett Street|Hobart Street|Murray Avenue,,,confirm subject geo heading
pitt:23v0220a,,,,Shady Avenue|Beacon Street|Douglas Street|Denniston Street|Darlington Road|Bartlett Street|Phillips Street|Hobart Street|Forbes Street|Murray Avenue,,,
pitt:23v0220b,,,,Beacon Street|Mulhattan Street|Denniston Street|Beechwood Boulevard|Darlington Road|Shaw Avenue|Bartlett Street|Phillips Street|Forbes Street,,,
pitt:23v0221a,,,,Morrowfield Avenue|Forward Avenue|Alderson Avenue|Phillips Avenue|Pittock Street|Eldridge Street|Inez Way|Melvin Street|Sherbrook Street|Pocusset Street|Murray Avenue|Nicholson Street|Shady Avenue|Burchfield Avenue,,,
pitt:23v0221b,,,,Forward Avenue|Isle Way|Pittock Street|Chrombie Street|Tilbury Avenue|Waldron Street|Beechwood Boulevard|Phillips Street|Nicholson Street|Shady Avenue,,,
pitt:23v0222a,,,,Middleton Street|Welfer Street|Greenfield Avenue|Mirror Street|Graphic Street|Saline Street|Kennebec Street|Boulevard Drive|Flemington Street|Monteiro Street|Pocusset Street|Lilac Street|Beechwood Boulevard|Frank Street|Iola Way,,,
pitt:23v0222b,,,,Forward Avenue|Phillips Avenue|Wightman Street|Saline Avenue|Pocusset Street|Murray Avenue|Flemington Street|Beechwood Boulevard|Windsor Street|Burchfield Avenue,,,
pitt:23v0223a,,Schenley Park,park,Moose Alley|Greenfield Avenue|Artisan Street|Neeb Street|Ruple Alley|Lydia Street|Anthony Street|Tan Alley|Forward Avenue|Winterburn Avenue|Hoosac Street|Donegal Alley|Raff Street|Coleman Street|Denmarsh Street|Alger Street|Naylor Street|Nantasket Street|Levene Street,,,confirm subject geo heading
pitt:23v0223b,,Schenley Park,park,Minnesota Street|Tan Alley|Forward Avenue|Blanton Street|Greenfield Avenue|Saline Avenue|Graphic Street|Ronald Street|Boulevard Drive|Bryson Alley|Alger Street|Flemington Street|Lilac Street|Russet Way|Beechwood Boulevard|McCaslin Street,,,confirm subject geo heading
pitt:23v0224a,,Monongahela River,,Bigelow Avenue|Forward Avenue|Greenfield Avenue|Irvine Street|Sylvan Avenue Extension|Kaercher Street|Frazier Street|Kennebec Street|Second Avenue|Monteiro Street|Swinburne Avenue|Tunstall Street|Waldeck Street|Forrester Street|Iola Way,,,confirm subject geo heading|confirm referring to river
pitt:23v0224b,,,,Andoe Street|Otis Way|Four Mile Run Road|Frazier Street|Boundary Street|Avondale Street|Greenfield Avenue|Alexis Street|Tunstall Street|Anthony Street|Bristol Street|Dewhurst Street|Yoder Street|Musgrave Street|Alvin Street|Swinburne Avenue|Acorn Street|Kaercher Street|Haworth Street|Alger Street|Gladstone Street|Naylor Street,,,
pitt:23v0225a,,Monongahela River,,Hessin Street|Christmas Street|Kaercher Street|Bigelow Street|Irvine Street|Roma Alley|Kansas Street|Lytle Street|Second Avenue|Compromise Alley|Sylvan Avenue,,,confirm subject geo heading|confirm referring to river
pitt:23v0225b,,,,Christmas Street|Bigelow Street|Moon Alley|Ilion Street|Augustine Street|Christmas Way|Greenfield Avenue|Farnsworth Street|Stanley Street|Ibex Way|Bristol Street|Alma Street|Conner Street|Haldane Street|Noah Street|Tredegar Street|Randall Street|Kaercher Street|Chambers Way|Tasso Street|Wasp Way|Gladstone Street,,,
pitt:23v0226a,,,,Moose Alley|Minnesota Street|Bigelow Street|Sun Alley|Parnell Alley|Ilion Street|Farnsworth Street|Ruple Alley|Lydia Street|Blanton Street|Russet Alley|Alma Street|Fort Way|Winterburn Street|Conner Street|Winders Street|Shields Street|Haldane Street|Greer Street|Gladstone Street,,,
pitt:23v0226b,,Calvary Cemetery,cemetery,Minnesota Street|Bigelow Street|Trevor Way|Norfolk Street|Tafel Way|Kish Way|Calvary Street|Glen-Lytle Street|Wheatland Street|Hazelwood Avenue|Durrell Road|Melbourne Street|Traynor Way|Globe Way|Theodolite Alley|Loretta Street|Beehner Road|Lopez Way|McCaslin Street|Exeter Alley|Greenough Street|Graphic Street|Deely Street|Montclair Street|Millington Road|Frank Street,,,confirm subject name heading
pitt:23v0227a,,Calvary Cemetery,cemetery,Bray Street|Norfolk Street|Greenfield Avenue|Exeter Street|Welfer Street|Loretto Street|Notley Street|Hazelwood Avenue|Iola Way|Murray Avenue|Melbourne Street|Theodolite Alley|Delavan Street|Deely Street|Kennebec Street|Lilac Street|Montclair Street|Frank Street|Windsor Street,,,confirm subject name heading
pitt:23v0227b,,,,Ludwig Street|Welfer Street|Saline Street|Clyde Alley|Elder Way|Caton Street|Murray Avenue|Lilac Street|Bills Way|Landview Avenue|Monteiro Street|Hazelwood Avenue|Beechwood Boulevard|Loretto Street|Victory Way|Shady Avenue|Weak Way|Rosemoor Street,,,
pitt:23v0228a,,,,Ludwick Avenue|Birchwood Avenue|Ludwig Street|Shady Avenue|Maromas Street|Guy Street|Ventner Way|Clyde Alley|Luster Street|Beechwood Boulevard|Kemper Street|Lomer Way|Landview Avenue,,,
pitt:23v0228b,,,,Ludwick Avenue|Sandels Way|Isban Way|Fernwald Road|Ira Way|Ebdy Street|Ikon Way|Monitor Street|Lilac Street|Birchfield Avenue|Beechwood Boulevard|Isle Way|Zama Road,,,
pitt:23v0229a,,Monongahela River,,Longworth Street|Kansas Street|Lytle Street|Second Avenue|Hollywood Avenue|Blair Street|Composite Way,,,confirm subject geo heading|confirm referring to river
pitt:23v0229b,,,,Berwick Street|Bristol Street|Chambers Alley|Tasso Street|Monongahela Street|Second Avenue|Tullymet Street|Grover Way|Chatsworth Street|Hilltop Street|Bingler Street|Gladstone Street|Home Rule Street|Private Alley|Chance Alley|Ilion Street|Sylvan Avenue|Mobile Street,,,
pitt:23v0230a,,,,Bigelow Street|Emahlia Street|Home Rule Street|Parnell Way|Perseus Way|Gidding Street|Promenade Street|Parnell Street|Hazelwood Avenue|Sylvan Avenue|Lydia Street|Parade Way|Bristol Street|McCaslin Street|Sabina Street|Berwick Street|Parade Street|Hilltop Street|Bingler Street|Gladstone Street|Patch Street,,,
pitt:23v0230b,,Calvary Cemetery,cemetery,Sabina Street|Bigelow Street|Berkeley Street|Calvary Street|Ebdy Way|Emahlia Street|Harlem Street|Ludlow Street|Edington Street|Indus Street|Hazelwood Avenue|Prescott Street|McCaslin Street,,,confirm subject name heading
pitt:23v0231a,,Monongahela River,,Langhorn Street|Ledora Way|Longworth Street|Lytle Street|Tecumseh Street|Elizabeth Street|Mayo Way|Path Alley|Shippen Street|Blair Street|Hazelwood Avenue,,,confirm subject geo heading|confirm referring to river
pitt:23v0231b,,Lewis Recreation Park,park,Lytle Street|Glen Caladh Street|Osprey Alley|Dolphin Way|Glenwood Avenue|Redstone Way|Longworth Street|Kansas Street|Monongahela Street|Wernet Street|Tecumseh Street|Wilcox Way|Hazelwood Avenue|Teton Way|Sylvan Avenue|Higden Street|Gloster Street|Genesta Street|Marsden Street|Second Avenue|Chatsworth Street|Trenton Street|Berwick Street|Minden Street|Elizabeth Street|Ahlers Alley|Abanda Way,,,confirm subject geo heading
pitt:23v0232a,,,,Nansen Street|Zaza Alley|Passaic Street|Electric Street|Kilbourne Street|Glenwood Avenue|Lyell Way|Gidding Street|Hazelwood Avenue|Ampere Street|Sylvan Avenue|Volt Alley|Mecca Street|Dolphin Alley|Flowers Avenue|Spionkop Alley|Orinoco Street|Kanawha Way|Nordica Street|Odin Street|Elizabeth Street|Gladstone Street|Frank Street,,,
pitt:23v0232b,,,,Manitoba Street|Nansen Street|Concord Street|Nordica Street|Graphic Street|Gidding Street|Edington Street|Kilbourne Street|Flowers Avenue|Colchester Street|Prescott Street|Longview Street|Bolton Street,,,
pitt:23v0233a,,Monongahela River,,Courtland Street|Melancthon Street|Roma Alley|American Street|Gloster Street|Dike Street|Lytle Street|Second Avenue|Elizabeth Street|Blair Street|Lanchorn Street|Chaplain Way,,,confirm subject geo heading|confirm referring to river
pitt:23v0233b,,Monongahela River,playground,Penrose Street|Trowbridge Street|Dike Street|Vega Alley|Choctaw Way|Mansion Street|Mercia Way|Glenwood Avenue|Hepatica Alley|Elsie Alley|Lynda Way|Winston Street|Rosebud Street|Almeda Street|Johnston Avenue|Second Avenue|Gate Lodge Alley|Trenton Street|Paw Paw Alley|Gertrude Street|Lygia Way|Elizabeth Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0234a,,Monongahela River,,Vespucius Street|American Street|Dike Street|Ozan Way|Hornberger Way|Renova Street|Second Avenue|Herbert Alley|Nashville Alley,,,confirm subject geo heading|confirm referring to river
pitt:23v0234b,,Monongahela River,playground,Rosebud Street|Alluvian Street|Almeda Street|Dike Street|Renova Street|Cust Street|Fedora Street|Sunnyside Street|Gate Lodge Alley|Second Avenue|Paw Paw Alley|Herbert Alley|Shrub Alley|Jason Way|Glenwood Avenue,,,confirm subject geo heading|confirm referring to river
pitt:23v0235a,,Monongahela River,,Electric Street|Johnston Avenue|Ashton Street|Elizabeth Street|Mansion Street|Ampere Street|Pauley Avenue,,,confirm subject geo heading|confirm referring to river
pitt:23v0235b,,Calvary Cemetery|Monongahela River,cemetery,Manitoba Street|Nordica Street|Graphic Street|Saline Street|Gidding Street|Harlem Street|Notley Street|Indus Street|Kilbourne Street|Hazelwood Avenue|Beechwood Boulevard|Longview Street|Bolton Street,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:23v0236a,,Calvary Cemetery|Monongahela River,cemetery,Saline Street|Desdemona Avenue|Imogene Road|Kemper Street|Shady Avenue|Blackadore Street|Garretta Avenue|Willock Street|Steelview Avenue|Hazelwood Avenue|Beechwood Boulevard|Turrett Street|Second Avenue|Birchfield Avenue|MacFarren Street|Luster Street|Elwain Street|Maromas Street|Guy Street|Landview Avenue,,,confirm subject geo heading|confirm referring to river|confirm subject name heading
pitt:23v0236b,,Monongahela River,,Onondaga Street|Uptegraff Street|Pocono Street|Second Avenue|Willock Street|Olivia Street|Biddle Street|Monitor Street|Blackmore Street|Beechwood Boulevard|Goodman Street|Ober Street|Love Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0237a,,,,Morrowfield Avenue|Forward Avenue|Phillips Avenue|Anita Avenue|Sandels Way|Tilbury Avenue|Westland Drive|Fernwald Road|Mt Royal Road|Monitor Street|Commercial Street|Imperial Street|Zaza Road|Beechwood Boulevard|Biddle Street|Burchfield Avenue,,,
pitt:23v0237b,,,,Aaron Alley|Sanders Avenue|Curran Street|Hutchinson Avenue|Speer Avenue|Commercial Street|Eliza Avenue|Beechwood Boulevard|Biddle Street|Forward Avenue|Tareld Way|Phillips Avenue|Buckeous Alley|Lancaster Avenue|Lilly Way|Sylvia Way|Lynnwood Avenue|Forest Glen Road|Mabelle Avenue|Raphael Terrace|Trevanian Street|Richmond Street|Douglass Avenue,,,
pitt:23v0238a,,Homestead Reservoir,reservoir,S Dallas Avenue|Beacon Street|Darlington Road|Shaw Avenue|Beechwood Boulevard|Wauhatchie Street|Forbes Street,,,confirm subject geo heading
pitt:23v0238b,,,,S Braddock Avenue|Milton Avenue|Briar Cliff Road|Peebles Avenue|Overton Avenue|Forbes Street|Flotilla Way|Celeron Street|Rosemary Street|Rear Way|Biddle Street|Savannah Avenue|Guthrie Street|Gamma Way|Macon Avenue|Pansy Way|La Clair Street|East End Avenue|Henrietta Street|Cromwell Street,,,
pitt:23v0239a,,,,Nevada Street|Forward Avenue|Lippert Street|Olivia Street|Sanders Avenue|Commercial Street|Trevanian Street|Brush Way|Richmond Street|Whipple Street|Ober Street,,,
pitt:23v0239b,,,,Raymond Street|Edeta Way|Milton Avenue|Ballard Way|Lucille Street|Overton Avenue|Sanders Avenue|Nevada Street|Thayes Way|Overleaf Way|Agate Way|Hearst Way|Hutchinson Avenue|Oak Grove Street|Lancaster Street|Monumental Way|Charleston Avenue|Forward Avenue|Macon Avenue|Michigan Street|Trevanian Street|Richmond Street|Whipple Street,,,
pitt:23v0240a,,Monongahela River,,Uptegraff Street|Philander Street|Second Avenue|Olivia Street|Whipple Street|Goodman Street|Ober Street|Love Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0240b,,Monongahela River,,Uptegraff Street|Cash Alley|Blackhawk Street|Walnut Way|Second Avenue|Commercial Street|Nightingale Alley|Satire Way|Nevada Street|Michigan Avenue|Whipple Street|Homestead Street|Aurora Street|Love Street,,,confirm subject geo heading|confirm referring to river
pitt:24v0301a,,Pittsburgh Junction|Pennsylvania System|Pennsylvania System,bridge|tunnel portal,Glenn Way|Enfield Street|S Mathilda Street|S Winebiddle Street|Maripoe Street|Aloe Street|Harnack (Vacated) Street|Benz (Vacated) Street|Yew Street|May Way|Morewood (Ben Venue) Avenue|Baum (Atherton) (Atlantic) Boulevard|Gross Street|March Way|Broughton (Browne) Street|S Millvale Avenue|Weiss (Vac) Way|Steel (Vac) Street,,,confirm subject name heading
pitt:24v0301b,,Pennsylvania System,bridge,Harriet Street|Gross Street|Powhattan Street|Centre Avenue|Yew Street|Lima Way|S Pacific Avenue|Aspen Street|Cypress Street|Corday Way|Osceola Street|So Evaline Street|Asia Way|Liberty Avenue|Mitre Way|Morewood Avenue|S Winebiddle Street|Baum (Atherton) (Atlantic) Boulevard|Woodworth Street,,,confirm subject name heading
pitt:24v0302a,,Pittsburgh Junction Railroad|Pennsylvania System|Pennsylvania System,steps|bridge|railroad,Panama Way|Wertz Way|Juniper Street|Sapphire Way|Main Street|Neville Street|Clay Way|Ella Street|Taylor Street|Essex Way|Liberty Avenue|Garnet Way|Hoke (Cliff) Way|Bloomfield Bridge|Orwell Way|Cayuga Street|Darsie Street|Dargan (School) Street|Lorigan Street|Minerva Street|Cedarville Street|Idaline (Isabella) Street|Pearl Street,,,confirm subject name heading
pitt:24v0302b,,Pittsburgh Junction Railroad|Pennsylvania System|Pennsylvania System,steps|railroad,Essex Way|S Mathilda Street|State Way|Aloe Street|Edmond Street|Liberty Avenue|Juniper Street|Parsley Way|Holman Way|Yew Street|Lima Way|Sciota Street|Cedarville Street|Cypress Street|Gross Street|Mitre Way|S Millvale Avenue|Mitre (Mellon) Way,,,confirm subject name heading
pitt:24v0303a,,Friendship Park|Block A|Allegheny Cemetery|Friendship Park - Fountain|Block B,cemetery|fountain|park,Mend Way|Gross Street|S Millvale Avenue|Friendship Avenue|Joliet Way|Edmond Street|Torley Street|Corday Way|Mend (Mound) Way|Liberty Avenue|Carroll Street|S Mathilda Street|Goodwood Way|Friendship Street|Ingalls Way|Penn Avenue|Choate Way|Marble Way|Cedarville Street|Comrie Way|Pearl Street,,,confirm subject geo heading|confirm subject name heading
pitt:24v0303b,,"Block ""D""",,W Penn Place|Asterisk Way|Recoup Way|S Evaline Street|Coral Street|S Winebiddle Street|Harriet Street|Corday Way|S Pacific Avenue|Amboy Way|Penn Avenue|S Atlantic Avenue|Amboy Street|Gross Street|Comrie Way|Frederick Street|Friendship Avenue,,,
pitt:24v0304a,,,park,Dapper Way|S Evaline Street|Archon Way|Wilson Way|Liberty Avenue|Centre Avenue|S Graham Street|S Pacific Avenue|Amboy Way|S Fairmount Avenue|Baum (Atherton) Boulevard|Harriet Avenue|Celia Place|S Atlantic Avenue|S Aiken (Rebecca) Street|Corday Way|Friendship Avenue|Vintage (Vista) Way,,,
pitt:24v0304b,,,,Amber Street|Commerce Way|S Negley Avenue|Roup Avenue|S Graham Street|Olga Way|Harriet Street|Centre Avenue|S Fairmount (Villa) Street|S Street Clair Street|S Rebecca Street|Negley Avenue|Ravoux (Randolph) Way|Baum Boulevard|Vintage Way|Stamair Way|Friendship Avenue|Stratford Avenue,,,
pitt:24v0305a,,,,Kincaid Street|Upsal Place|Friendship Avenue|Brown Way|Elora Way|Coral Street|S Graham Street|Broad Street|N Atlantic Avenue|Decision Way|Waterford Street|N Graham Way|Amelia Way|Austin Way|Majestic Way|N Rebecca Street|Rosetta Street|N Graham Street|Jordan Way|Ursuline Street|Roup Avenue|S Rebecca Street|Penn Avenue|S Atlantic Avenue|Clarendon Place|Private Alley,,,
pitt:24v0305b,,,,Emory Way|Kincaid Street|Eva Street|Stamair Way|Friendship Avenue|Stratford Avenue|S Negley Avenue|Kirkwood Street|Coral Street|Broad Street|Ravoux (Randolph) Way|Hugus Place|Harvard Avenue|N Negley Avenue|Rural Street|Dunkirk Street|Rosetta Street|Randolph Street|Amber Street|N Fairmount Avenue|Armitage Way|Roup Avenue|Mignonette Street|S Street Clair Street|S Fairmount Avenue|Penn Avenue|Clarendon Place|N Street Clair Street,,,
