PID,field_address,field_geographic_features,field_geographic_features_categories,field_throroughfares,field_subject,field_subjects_name,Note
pitt:23v0106b,,,,Elm Street|Bigelow Boulevard|Seventh Avenue|Wylie Avenue|Fernando Street|Fifth Avenue|Pentland Street|Sixth Avenue|Tunnel Street|Bedford Avenue|O'Neil Way|McCooks Alley|Washington Place|Yuba Way|Poplar Alley|Hickory Alley|Webster Avenue|Grant Street|Congress Street|Dante Alley|Strawberry Alley|Chatham Street,,,
pitt:23v0107a,,Monongahela River,,Trenton Avenue|Market Street|First Avenue|Water Street|Third Avenue|Second Avenue|Ferry Street|Blockhouse Way,,,confirm subject geo heading|confirm referring to river
pitt:23v0107b,,Monongahela River,,Trenton Avenue|First Avenue|Water Street|Cherry Alley|Third Avenue|Second Avenue|Smithfield Street|Grant Avenue,,,confirm subject geo heading|confirm referring to river
pitt:23v0108a,,Monongahela River,,Gasoline Street|Diamond Street|Iron Alley|Ross Street|First Avenue|Water Street|Third Avenue|Second Avenue|Fourth Avenue|Try Street|Boulevard of the Allies|Shingiss Street|Fifth Avenue|Grant Avenue,,,confirm subject geo heading|confirm referring to river
pitt:23v0108b,,Monongahela River,,Gibbon Street|Diamond Street|Seitz Street|Locust Street|Tunnel Street|Watson Street|Lomond Street|Boulevard of the Allies|Vickroy Street|Colbert Street|Shingiss Street|Forbes Street|Hooper Street|Fifth Avenue|Magee Street|Ivanhoe Street|Bluff Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0109a,,Washington Park,park,Elm Street|Bigelow Boulevard|Shomin Street|Bustwick Way|Sachem Way|Voorhees Way|Wylie Avenue|Conductor Way|Fernando Street|Fifth Avenue|Whitcomb Street|Townsend Street|Bedford Avenue|Epiphany Street|Pasture Street|Clark Street|Washington Place|Hazel Street|Poplar Alley|Webster Avenue|Congress Street|Sinaloa Way,,,confirm subject geo heading
pitt:23v0109b,,,,Cliff Street|Tannehill Street|Bigelow Boulevard|Crawford Street|Fullerton Street|Roberts Street|Wylie Avenue|Centre Avenue|Townsend Street|Bedford Avenue|Epiphany Street|Pasture Street|Arthur Street|Clark Street|Hazel Street|Webster Avenue|Peach Alley|Ridgeway|Molo Street|Manila Street|Cassatt Street|Mercer Street|Protectory,,,
pitt:23v0110a,,Allegheny River,playground,Sixteenth Street|Seventeenth Street|Liberty Avenue|Penn Avenue|Spring Alley|Pike Street|Fifteenth Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0110b,,Allegheny River,,Twenty-First Street|Belvit Way|Railroad Street|Nineteenth Street|Liberty Avenue|Colville Street|Smallman Street|Mulberry Street|Twenty-second|Penn Avenue|Spring Alley|Twentieth Street|Eighteenth Street|Pike Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0111a,,Bedford Basin,playground|basin,Cliff Street|Devilliers Street|Shipton Street|Bigelow Boulevard|Liberty Avenue|Monaca Place|Drury Alley|Seal Street|Arcena Street|Davenport Way|Roberts Street|Ledlie Street|Erin Street|Ridgeway|Cassatt Street|Crescent Street,,,confirm subject geo heading
pitt:23v0111b,,,,Tomahawk Alley|Wesley Street|Bloomer Street|Fonville Street|Bigelow Boulevard|Moore Street|Kirkpatrick Street|Arcena Street|Bedford Avenue|Webster Avenue|Shafer Street|Mitchell Alley|Perry Street|Ridgeway|Tyrone Street|Crescent Street|Drury Alley|Whiteside Road,,,
pitt:23v0112a,,,,Hotlz Way|Elm Street|Crawford Street|Enoch Street|Fullerton Street|Boone Alley|Roberts Street|Wylie Avenue|Agnes Way|Conductor Way|Fifth Avenue|Reed Street|Centre Avenue|Stevenson Street|Townsend Street|Hoffers Alley|Linton Street|Vine Street|Rose Street|Clark Street|Webster Avenue|Clark Alley|Clairant Alley|Overhill Street|Miller Street|Seminary|Colwell Street|Logan Street|Pride Street|Foreside Place,,,
pitt:23v0112b,,,,Falcon Alley|Kearney Alley|Humer Way|Enoch Street|Wooster Street|Beamer Place|Wylie Avenue|Granville Street|Iris Alley|Glendora Street|Devilliers Street|Reed Street|Centre Avenue|Trent Street|Dinwiddie Street|Linton Street|Rose Street|Green Street|Davenport Street|Clark Street|Burmah Alley|Clifton Street|Hemans Street|Festus Alley|Webster Avenue|Grove Street|Passavant Alley|Sweeney Way|Judge Street|Calliope Alley|Addison Street|Elmore Street|Ishar Way,,,
pitt:23v0113a,,,,Reed Street|Miller Street|Lombard Street|Diaz Way|Covington Street|Dinwiddie Street|Wick Street|Henning Place|Colwell Street|Vine Street|Pride Street|Fifth Avenue,,,
pitt:23v0113b,,,,Kirkpatrick Street|Jumonville Street|De Ruad Street|Corwin Street|Fifth Avenue|Devilliers Street|Reed Street|Barr Street|Benevola Alley|Ruch Street|Rising Way|Lombard Street|Gravity Street|Orr Street|Ellicott Street|Cuba-You-Quit Alley|Wyandotte Street|Soho Street|Addison Street|Diaz Way|Ashmead Street|Colwell Street|Moultrie Street,,,
pitt:23v0114a,,Monongahela River,,Gibbon Street|Marion Street|Stevenson Street|Van Braam Street|Magee Street|Watson Street|Second Avenue|Pride Street|Vickroy Street|Boulevard of the Allies|Locust Street|Fifth Avenue|Forbes Street|Ivanhoe Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0114b,,Monongahela River,,Tustin Street|Van Braam Street|Jumonville Street|Second Avenue|Watson Street|Miltenberger Street|Gist Street|Boulevard of the Allies|Locust Street|Fifth Avenue|Forbes Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0115a,,Monongahela River,,Tustin Street|Soho Street|Brady Street|Jumonville Street|Second Avenue|Seneca Street|Moultrie Street|Boulevard of the Allies|Watson Street|Fifth Avenue|Forbes Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0115b,,Monongahela River,,Sunbury Alley|Soho Street|Miami Street|(Fairview) Alva Street|Malta Alley|Pueblo Street|Allequippa Street|Mohawk Street|Second Avenue|Brenham Street|Beelen Street|Boulevard of the Allies|Forbes Street|Fifth Avenue|Pilot Alley,,,confirm subject geo heading|confirm referring to river
pitt:23v0116a,,Monongahela River,,Rock Alley|Middlesex Alley|Craft Avenue|Maurice Street|Hamlet Street|Second Avenue|Beelen Street|Galena Way|Boulevard of the Allies|Lawn Street|McDevitt Place,,,confirm subject geo heading|confirm referring to river
pitt:23v0116b,,Monongahela River,,Kennett Square|Craft Avenue|Ayers Street|Frazier Street|Romeo Street|Second Avenue|Elsinor Place|Mackey Street|Ophelia Street|Niagara Street|Hodge Street|Lawn Street|Bates Street|Emily Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0117a,,Monongahela River,,Wakefield Street|Whitney Street|Juliet Street|Ethel Street|Frazier Street|Hardie Alley|Keelan Street|Second Avenue|Furnace Alley|Romeo Street|Ward Street|Colvin Street|Bates Street|Parkview Avenue|Dawson Street|Swinburne Avenue|Cato Street|Gorman Alley,,,confirm subject geo heading|confirm referring to river
pitt:23v0117b,,Monongahela River,,Four Mile Run Road|Frazier Street|Boundary Street|Booth Street|Griffith Street|Orpwood Street|Alexis Street|Craddock Street|Childs Street|Adrian Alley|Forward Avenue|Ethel Street|Wolf Way|Second Avenue|Parkview Avenue|Dawson Street|Bohem Street|Swinburne Avenue|Naylor Street|Acorn Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0118a,,,,Semple Street|Wilmot Street|Romeo Street|Juliet Street|Zulema Street|Cable Place|Melba Way|Wellsford Street|Halket Street|Emily Street|Craft Avenue|Atwood Street|Ward Street|Urie Way|Hodge Street|Dawson Street|Thora Alley|Forest Avenue|Nimrod Way|Coltart Avenue|McKee Place|Cato Street,,,
pitt:23v0118b,,Schenley Park,park,Girty Place|Bolair Way|Semple Street|Wilmot Street|Rollo Way|Adrian|Edith Place|Boundary Street|Juno Street|Ward Street|Parkview Avenue|Edgehill Street|Dawson Street|Swinburne Avenue|Collinson Place,,,confirm subject geo heading
pitt:23v0119a,,,,Louisa Street|Bouquet Street|Semple Street|Meyran Street|Fifth Avenue|Oakland Avenue|Girts Way|Atwood Street|Sennott Street|Bates Street|Pennant Place|Coltart Avenue|McKee Place|Forbes Street,,,
pitt:23v0119b,,Schenley Park,park,Fiber Alley|Bouquet Street|Ermine Alley|Meyran Avenue|Joncaire Street|Oakland Avenue|York Way|Atwood Street|Yarrow Alley|Sennott Street|Argyle Alley|Parkview Avenue|Dawson Street|Bates Street|Boundary Street|Pier Street,,,confirm subject geo heading
pitt:23v0120a,,,,Passage Way|Darragh Street|Miami Street|Devalera Way|Harvey Street|Allequippa Street|Mohawk Street|Burrows Street|Decre Way|Dunbar|Beelen Street|Wallace Street|Ellers Street|Feeney Way|Buffalo Street|Fifth Avenue|Robinson Street|Terrace Street,,,
pitt:23v0120b,,,,Louisa Street|Darragh Street|Craft Avenue|Fifth Avenue|Oakland Avenue|McKee Place|Forbes Street|Halket Street|Emily Street,,,
pitt:23v0121a,,Soho Playground,playground,Audley Street|Kirkpatrick Street|Vera Alley|Corwin Street|Wadsworth Street|Alles Street|Eunice Street|Reed Street|Savilla Way|Breckenridge Street|Ruch Street|Gazzam Street|Emma Street|Barthoud Street|Hillside Street|Battalion Alley|Centre Street|Wyandotte Street|Stark Place|Soho Street|Waring Street|Miami Street|Antoinette Street|Allequippa Street|Emmet Street|Moultrie Street,,,confirm subject geo heading
pitt:23v0121b,,,,Wyandotte Street|Darragh Street|Berthoud Street|Centre Avenue|Seine Way|Allequippa Street|Morgan Street|Alles Way|Outlet Street|Vera Street|Levan Way|Arvel Way|Wallace Street|Breckenridge Street|Wadsworth Street|Carrillo Street|Robinson Street|Boyne Alley,,,
pitt:23v0122a,,,,Mahon Street|Lawson Street|Kirkpatrick Street|Humber Way|Somers Street|Hallett Street|Wylie Avenue|Sardinia Alley|Reed Street|Centre Avenue|Entress Street|Bedford Avenue|Belinda Street|Eustis Way|Rose Street|Caramel Alley|Kirsch Way|Hemans Street|Bloomer Way|Falba Street|Soho Street|La Place Street|McClarren Street|Chauncey Street|Elmore Street|Perry Street,,,
pitt:23v0122b,,Central Amusement Park,park,Schempp Way|Verdant Alley|Mahon Street|Francis Street|Duff Street|Hallett Street|Conkling Street|Wylie Avenue|Junilla Street|Mayberry Alley|Reed Street|Centre Avenue|Bedford Avenue|Elba Street|Webster Avenue|Watt Street|La Place Street|Chauncey Street|Humber Alley,,,confirm subject geo heading
pitt:23v0123a,,Oakland Cemetery,cemetery,Dunseith Street|Index Alley|Darragh Street|Bouquet Street|De Soto Street|O'Hara|Anchor Alley|Victoria Street|Allequippa Street|Morgan Street|Lothrop Street|Fifth Avenue|Terrace Street,,,confirm subject name heading
pitt:23v0123b,,,playground,Bouquet Street|Lytton Avenue|O'Hara|Bigelow Boulevard|Fifth Avenue|Centre Avenue|Ruskin Avenue|Allequippa Street|Thackeray Avenue|Breckenridge Street|Iowa Street|Parkman Avenue|Natalie Avenue,,,
pitt:23v0124a,,Schenley Park,park,Bouquet Street|Bellefield Avenue|Bigelow Boulevard|Sennott Street|Fifth Avenue|Forbes Street,,,confirm subject geo heading
pitt:23v0124b,,Schenley Park,park,Utica Way|Marbury Street|Mawhinney Street|Moreland Street|Fifth Avenue|Forbes Street|Boundary Street|Dithridge Street|Neville Street|Craig Street|Vance Way|Filmore Street|Winthrop Street|Fresco Alley|Bellefield Avenue|Zebina Alley|Oral Way|Flossie Way|Henry Street,,,confirm subject geo heading
pitt:23v0125a,,,,Schenley Farms Terrace|Bellefield Avenue|Lytton Avenue|Bigelow Boulevard|Centre Avenue|Fifth Avenue|Allequippa Street|Ruskin Avenue|Tennyson Avenue|Bryn Mawr Road|Bayard Street|Andover Terrace|Parkman Avenue,,,
pitt:23v0125b,,,,Dithridge Street|Bellefield Avenue|Centre Avenue|Neville Street|Chesney Alley|Melwood Street|Bayard Street|Craig Street|Fifth Avenue,,,
pitt:23v0126a,,Herron Hill Reservoir,reservoir,Rampart Street|Milwaukee Street|Jefferson Street|Adelaide Street|7th Street|Bryn Mawr Road|Camp Street|Shawnee Street|Iowa Street|Dakota Street|Alpena Street|Clarissa Street,,,confirm subject geo heading
pitt:23v0126b,,,,Schenley Farms Terrace|6th Street|Jefferson Street|Centre Avenue|7th Street|Andover Terrace|A Street|Alpena Street|Anaheim Street,,,
pitt:23v0127a,,Oakland Cemetery,cemetery,Eclipse Way|Gold Alley|Neville Street Extension|Bigelow Boulevard|Francis Street|Dover Street|Humber Way|Zero Way|Wandless Street|Truro Place|Dithridge Street|Centre Avenue|Harold Street|Barn Alley|Vera Street|Horton Street|Breckenridge Street|Craig Street|Elba Street|Alpena Street|Dollar Street|Berthoud Street|Vangroft Street|Arval Alley|Webster Avenue|Baum Boulevard|Melwood Street|Denver Street|Bellefield Avenue|Allequippa Street|Blessing Avenue|Herron Street|Breen Street|Morgan Street|Levan Way,,,confirm subject name heading
pitt:23v0127b,,Minersville Cemetery,cemetery,Zero Way|Wylie Avenue|Clarissa Street|Nassau Way|Ewart Place|Centre Avenue|Lyon Street|Herron Avenue|Harold Street|Burton Way|Shawnee Street|Breckenridge Street|Van Groft Street|Bryn Mawr Road|Camp Street|Iowa Street|Anaheim Street|Avalon Street|Allequippa Street|Cherokee Street|Ossipee Street,,,confirm subject name heading
pitt:23v0128a,,,,Bigelow Boulevard|Ruthven Street|Lisbon Street|Carnak Way|Finland Street|Jefferson Street|Herron Avenue|Dobson Street|Jewel Street|Cargill Street|Beethoven Street|Orion Street|Olney Alley|Webster Avenue|Flavian Street|Ridgeway|Fleetwood Street|Harding Street|Japan Alley|Croesus Way|Balboa Street|Fleetwood Way|Monroe Street|Linoleum Alley,,,
pitt:23v0128b,,,,Gold Alley|Bigelow Boulevard|Lisbon Street|Ruthven Street|Silver Alley|Chopin Street|Bernhardt Way|Fay Way|Balboa Way|Apollo Street|Neville Street|Ewing Street|39th Street|Sassafras Street|Beethoven Street|Wilconna Street|Byron Street|Olive Way|Colmar Street|Cayuga Street|Ridgeway|Fleetwood Street|Lorigan Street|Croesus Way|Harry Street|Blessing Avenue|Belvidere Street,,,
pitt:23v0129a,,,,Granite Street|Bigelow Boulevard|Francis Street|Wandless Street|Wylie Avenue|Brereton Street|Bedford Avenue|Herron Avenue|Orbin Street|Ridgway Street|Paulowna Street|Webster Avenue|Watt Street|Phelan Street|31st Street|Barnett Alley|Morgan Street|Vincinnes Alley|Crocket Alley,,,
pitt:23v0129b,,,,Vincennes Way|Bigelow Boulevard|Ajax Alley|Carnak Way|Danube Street|Brereton Street|Clarissa Street|McNeil Place|Herron Avenue|Bedford Avenue|Dobson Street|Orbin Street|Ridgway Street|Burton Alley|Ochill Alley|Vesper Street|Marcella Street|Paulowna Street|Webster Avenue|Olney Alley|Orion Street|Harding Street|Milwaukee Street|Wichita Alley,,,
pitt:23v0130a,,Lincoln Memorial Cemetery,cemetery,Fonville Street|Bigelow Boulevard|Liberty Avenue|Haydon Way|Judson Street|Flora Street|Bedford Avenue|Towers Street|Ridgway Street|Stockholm Street|Humboldt Street|Junilla Street|Watt Street|Tyrone Street|Brereton Street|Kenny Alley|Crescent Street|Marohn Street,,,confirm subject name heading
pitt:23v0130b,,Allegheny River,playground,30th Street|Haran Street|Bigelow Boulevard|Francis Street|Liberty Avenue|Judson Street|Side Alley|Morgan Street|Sweitzer Alley|28th Street|Ridgway Street|Stockholm Street|Watt Street|Brereton Street|Kenny Alley|29th Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0131a,,Allegheny River,,Spring Way|Railroad Street|Liberty Avenue|Smallman Street|Twenty-Fourth Street|Twenty-Fifth Street|Twenty-Second Street|Penn Avenue|Mulberry Alley|Twenty-Third Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0131b,,Allegheny River,,Twenty-Seventh Street|Twenty-Eighth Street|Mulberry Way|Liberty Avenue|Smallman Street|Penn Avenue|Twenty-Sixth Street|Spruce Alley|Spring Alley,,,confirm subject geo heading|confirm referring to river
pitt:23v0132a,,Allegheny River,,Twenty-Eighth Street|Mulberry Way|Twenty-Ninth Street|Liberty Avenue|Smallman Street|Penn Avenue|Spruce Alley|Spring Alley|Thirtieth Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0132b,,Allegheny River,river,Railroad Street|Mulberry Way|Liberty Avenue|Putney Alley|Smallman Street|Thirty-first Street|Penn Avenue|Spring Alley|Thirtieth Street|Thirty-second Street|Spruce Alley,,,confirm subject geo heading
pitt:23v0133a,,,,Harding Street|Downing Street|Harmar Street|Mulberry Way|Liberty Avenue|Thirty-third Street|Smallman Street|Herron Avenue|Sassafras Alley|Penn Avenue|Palaski Way|Dobson Street|Revere Way|Thirtieth Street|Spring Alley|Wayne Street|Hancock Street|Brereton Street,,,
pitt:23v0133b,,,,Charlotte Street|Ruthven Street|Mulberry Street|Spring Alley|Thirty-sixth Street|Mifflin Street|Thirty-third Street|Neville Street|Ewing Street|Hyoid Way|Sassafras Street|Thirty-seventh Street|Denny Street|Liberty Avenue|Smallman Street|Ligonier Street|Howley Street|Thirty-fourth Street|Butler Street|Thirty-fifth Street|Penn Avenue|Cabinet Alley,,,
pitt:23v0134a,,Allegheny River,,Charlotte Street|Railroad Street|Putney Alley|Thirty-fifth Street|Smallman Street|Thirty-third Street|Spruce Alley|Thirty-second Street|Thirty-fourth Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0134b,,Allegheny River,river,Charlotte Street|Thirty-sixth Street|Thirty-fifth Street|Smallman Street|Spruce Alley|Melville Way|Thirty-seventh Street,,,confirm subject geo heading
pitt:23v0135a,,Allegheny River,,Thirty-ninth Street|Thirty-eighth Street|Smallman Street|Lodi Alley|Foster Street|Thirty-seventh Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0135b,,Allegheny River,,Forty-third Street|Forty-second Street|Water Street|Almond Alley|Willow Street|Forty-first Street|Banner Alley|Fortieth Street|Foster Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0136a,,,,Charlotte Street|Bandera Street|Foster Street|Thirty-sixth Street|Mineral Alley|Thirty-eighth Street|Ater Way|O'Brien Street|Sardis Alley|Foster Alley|Denny Street|Smallman Street|Ligonier Street|Mulberry Alley|Peoria Alley|Butler Street|Thirty-ninth Street|Thirty-fifth Street|Penn Avenue|Leech Street|Melville Way,,,
pitt:23v0136b,,Arsenal Park,park,Thirty-ninth Street|Bowery Alley|Eden Alley|Fisk Street|Main Street|Almond Alley|Davison Street|Forty-first Street|Banner Alley|Fortieth Street|St Johns Street|Government Alley|Foster Street|Butler Street,,,confirm subject geo heading
pitt:23v0137a,,,,Woolslayer Alley|Ewing Alley|Manion Way|Thirty-sixth Street|Mifflin Street|Thirty-eighth Street|Neville Street|Ewing Street|Fortieth Street|Sassafras Street|Thirty-seventh Street|Foster Alley|Denny Street|Liberty Avenue|Clement Alley|Howley Street|Peoria Alley|Thirty-ninth Street|Lorigan Street|Penn Avenue|Cabinet Alley,,,
pitt:23v0137b,,,,Bowery Alley|Thirty-ninth Street|Woolslayer Alley|Mifflin Street|Cabinet Street|Fisk Street|Liberty Avenue|Main Street|Cande Alley|Penn Avenue|Geneva Street|Clement Alley|Garden Alley|Howley Street|Cabinet Alley|Fortieth Street|Government Alley,,,
pitt:23v0138a,,Allegheny River,,Modoc Way|Cotton Way|Eden Way|47th Street|Antwerp Way|Willow Street|43rd Street|Lycurcus Way|Foster Street|46th Street|43 1/2 Street|Long Way|45th Street|44th Street|Butler Street|Valley Street|Plummer Street|Home Street|Holly Way|Hatfield Street,,,confirm subject geo heading|confirm referring to river
pitt:23v0138b,,Allegheny Cemetery|Allegheny River,cemetery|river,Forty-seventh Street|Stanton Avenue|Harrison Street|Forty-eighth Street|Fifty-first Street|Plummer Street|Modoc Street|Umpire Alley|Fiftieth Street|Plum Alley|Forty-ninth Street|Blackberry Alley|Hatfield Street|Butler Street,,,confirm subject geo heading|confirm subject name heading
pitt:23v0139a,,,,Urbana Way|Bessemer Street|Davison Street|Foster Street|Main Street|Forty-sixth Street|Forty-fifth Street|Summit Street|Banner Alley|Forty-fourth Street|Eden Alley|Forty-second Street|Cessna Way|Pleasant Alley|School Alley|Hugo Way|Arsenal Way|Butler Street|Werneberg Way|Forty-third Street|Percy Street|Bruce Street|St Johns Way|Pearson Way|Lawrence Street,,,
pitt:23v0139b,,Allegheny Cemetery,cemetery,Bancroft Street|Eden Alley|Carleton Street|Forty-sixth Street|Davison Street|Butler Street,,,confirm subject name heading
pitt:23v0140a,,St. Mary's Cemetery,cemetery,Garwood Way|Geneva Street|Dunkeld Way|Coltor Street|Main Street|School Way|Calvin Street|42nd Street|45th Street|Sherrod Street|Remus Way|Rosecrans Way|Urban Way|44th Street|Woolslayer Way|Garden Way|Kellar Way|Bruce Street|Friendship Street|Post Way|Penn Avenue|Post Street|Siebert Street,,,confirm subject name heading
pitt:23v0141a,,Iron City Park,bridge|park,Cullen Street|Lorigan Street|Liberty Avenue|Fisk Street|Main Street|Carroll Street|Ewing Street|Wilconna Street|Penn Avenue|Canoe Way|Clement Alley|Cayuga Street|Howley Street|Comrie Way|Cabinet Street|Pearl Street|Belvidere Street,,,confirm subject geo heading
pitt:23v0141b,,St. Mary's Cemetery,cemetery,Woolslayer Alley|Torley Street|Main Street|Forty-fifth Street|Orville Way|Sapling Way|Ella Street|Taylor Street|Carroll Street|Migate Street|Dryden Way|Howley Street|Friendship Street|Elk Way|Penn Avenue|Choate Way|Comrie Way|Pearl Street|Dupont Alley,,,confirm subject name heading
pitt:23v0201a,,,,Ellsworth Terrace|Clyde Street|Centre Avenue|Leonard Street|Bayard Place|Neville Street|Ellsworth Avenue|Bayard Street|Devonshire Street|Wallingford Street|Morewood Avenue,,,
pitt:23v0201b,,,,Amberson Place|Colonial Place|Centre Avenue|Castleman Street|Pitcairn Street|Ellsworth Avenue|Bayard Street|Pembroke Place|Morewood Avenue|Amberson Avenue,,,
pitt:23v0202a,,,,Brownell Street|Bellefonte Street|Walnut Street|Aiken Avenue|Claybourne Street|Centre Avenue|Copeland Street|Elmer Street|Colonial Place|Telephone Way|Ellsworth Avenue|St James Place|Von Lent Place|Moorhead Place|Graham Street|Japonica Way|Roslyn Place|Pembroke Street|Potter Street|Telegraph Way|Tarra Way|Noble Street,,,
pitt:23v0202b,,,,Brownell Street|Bellefonte Street|Walnut Street|Alder Way|Ivy Street|Pierce Street|Holden Street|Hagy Way|Claybourne Street|S Negley Avenue|S Graham Street|Centre Avenue|Christy Avenue|Maryland Avenue|Ewers Way|Elmer Street|Myrtle Way|Ellsworth Avenue|Rosary Way|Culloden Way|Japonica Way|Summerlea Street|Tarra Way|Filbert Street,,,
pitt:23v0203a,,,,Alder Street|Lamont Way|Lehigh Avenue|Greenbriar Way|Centre Avenue|Elwood Street|Walnut Street|Tay Way|Ravenna Street|College Street|Spahr Street|Maryland Avenue|Felix Way|Ellsworth Avenue|S Highland Avenue|Pierce Street|Elmer Street|Holden Street,,,
pitt:23v0203b,,,,Lehigh Avenue|Walnut Street|Ravenna Street|Carron Way|Postal Way|Alder Street|Shady Avenue|Swope Street|Centre Avenue|Shakespeare Street|Emerson Street|Yardley Way|Ellsworth Avenue|Beitler Street|Clare Avenue|Sellers Street|Penn Avenue|Greenbrier Alley|Carron Street,,,
pitt:23v0204a,,,,Aurelia Street|Walnut Street|Landwehr Way|Vose Way|Shady Avenue|Marchand Street|Shakespeare Street|Blanck Way|Luther Street|Howe Street|Kauffman Alley|Osric Way|Pine Alley|Denniston Street|Thew Way|Landwehr Street|Blenitz Way|Penn Avenue|Melmore Way,,,
pitt:23v0204b,,,,Kentucky Avenue|Putnam Street|Social Way|Rennig Way|Marchand Street|Kauffman Alley|Aurelia Street|Fifth Avenue|Hauser Way|Leggett Way|Festival Street|Penn Avenue|Pawling Way|Howe Street|Beechwood Avenue|Shady Avenue,,,
pitt:23v0205a,,,,Clyde Street|Fifth Avenue|Morewood Place|Boundary Street|Neville Street|Devonshire Street|Morewood Avenue|Forbes Street,,,
pitt:23v0205b,,,,Parish Lane|Holyrood Road|Highfield Road|Morewood Avenue|Castleman Street|Reyton Lane|Renton Road|Dorset Road|Morewood Place|Westminster Street|Beeler Street|Westminster Place|Colma Way|Forbes Street|Pembroke Place|Fifth Avenue|Warwick Terrace|Amberson Avenue,,,
pitt:23v0206a,,,,Bellefonte Street|Walnut Street|Appian Way|Beeler Street|Equator Way|Pembroke Place|Fifth Avenue|Kentucky Avenue|Temple Way|Olympia Way|Dunmoyle Street|Westminster Place|Copeland Street|Howe Street|Comet Way|St James Street|Irene Way|Aiken Street|Colma Way,,,
pitt:23v0206b,,,,Kentucky Avenue|Bellefonte Street|Wightman Street|Myrtle Way|Walnut Street|Negley Avenue|Delphas Place|Maple Heights Road|Howe Street|Ivy Street|Murray Hill Avenue|Fifth Avenue,,,
pitt:23v0207a,,,,Kentucky Avenue|Fred Way|S Negley Avenue|Walnut Street|Salem Way|Orlando Way|Tulip Way|College Street|Maryland Avenue|Howe Street|Woodland Road|Fifth Avenue,,,
pitt:23v0207b,,,,Kentucky Avenue|Sellers Street|Puritan Way|Walnut Street|Strattons Lane|College Street|Howe Street|S Highland Avenue|Fifth Avenue|Shady Avenue|Emerson Street,,,
pitt:23v0208a,,,,Kingston Way|Dewey Lane|Reynolds Street|Denniston Street|Selwyn Street|Hastings Street|Gettysburg Street|Beechwood Boulevard|Sennett Way|Fifth Avenue|Shady Avenue|Elysian Avenue,,,
pitt:23v0208b,,,,Kingston Way|Bertillon Street|Edgerton Avenue|Lacy Alley|Brashear Street|Dallas Avenue|Dunlevy Street|Reynolds Street|Edgerton Place|Selwyn Street|Tuscarora Street|Glen Arden Drive|Gettysburg Street|Hastings Street|Colma Way|Linden Avenue|Elysian Avenue,,,
pitt:23v0209a,,,,Thomas Street|Meade Street|S Dallas Avenue|June Way|N Dallas Avenue|Penn Avenue|Simonton Street|S Linden Avenue|Hastings Street|McPherson Street|Fifth Avenue,,,
pitt:23v0209b,,,,Thomas Street|Meade Street|S Murtland Street|Lark Way|Lynn Way|Gordon Street|Penn Avenue|Sterling Way|N Murtland Street|N Lang Avenue|McPherson Street|S Lang Avenue,,,
pitt:23v0210a,,,,Thomas Street|Meade Street|N Dunfermline Street|Kellogg Street|Jonathan Street|Carnegie Place|Penn Avenue|Card Lane|McPherson Street|Osage Lane,,,
pitt:23v0210b,,,,Meade Street|S Braddock Avenue|Jared Way|Tuscarora Street|Thomas Street|Penfield Place|Council Way|Derby Way|Brushton Avenue|N Richland Avenue|N Dunfermline Street|Richland Place|Cygnet Street|Carnegie Place|East End Avenue|Penn Avenue|S Richland Avenue|McPherson Street|N Braddock Avenue,,,
pitt:23v0211a,,Homestead Reservoir,reservoir,S Murtland Street|S Dallas Avenue|Kirtland Street|Bucknell Street|Rosewood Street|Tuscarora Street|Edgerton Avenue|Perthshire Place|Willard Street|Lloyd Street|S Lang Avenue,,,confirm subject geo heading
pitt:23v0211b,,Homestead Reservoir,reservoir,Card (Tuscarora) lane|Chilson Way|Roy Street|S Lang Avenue|S Lexington Street|Le-Roi Road|Brashear Street|Reynolds Street|S Homewood Avenue|Edgerton Avenue|Willard Street|Osage Street,,,confirm subject geo heading
pitt:23v0212a,,Homestead Reservoir,reservoir,Card (Tuscarora) lane|Ben Hur Street|Montrose Street|Brashear Street|Reynolds Street|S Richard Street|Carnegie Place|Rosemary Street|Lexington Street|Richland Lane|Edgerton Avenue|S Lexington Street|Kensington Street,,,confirm subject geo heading
pitt:23v0212b,,Homestead Reservoir,reservoir,Montrose Street|S Braddock Avenue|Rockshale Road|Peebles Avenue|Tuscarora Street|Query Way|Kensington Street|Flotilla Way|Rosemary Street|Richland Street|Lyman Street|Brushton Avenue|Pansy Way|Edgerton Avenue|Abbott Street|Board Way|Brashear Street|Penn Avenue|East End Avenue|Egina Way|Cromwell Street|Craymore Road,,,confirm subject geo heading
